registration_no,name,latest_class,lane1_starts,lane1_wins,lane1_top3,lane1_out_top3,lane1_win_rate,lane1_miss_win_rate,lane1_top3_rate,lane1_out_top3_rate,win_rate_wilson_low,top3_rate_wilson_low,miss_win_rate_wilson_low,out_top3_rate_wilson_low,win_rate_wilson_high,top3_rate_wilson_high,teppan_score,tobi_score,manshu_when_lane1_missed,manshu_rate_when_lane1_missed,avg_payout_when_lane1_missed,avg_payout_when_lane1_out_top3,avg_national_win_rate,avg_local_win_rate,avg_st,avg_motor_quinella_rate,avg_exhibition_rank,main_venues
4460,後藤翔之,A2,14,4,12,2,0.285714,0.714286,0.857143,0.142857,0.117212,0.600581,0.453505,0.040093,0.546495,0.959907,0.286391,0.308811,5,0.5,27060.0,34045.0,6.098,6.841,,21.474,2.786,児島 / 芦屋 / 平和島
4276,鈴木勝博,A2,14,6,9,5,0.428571,0.571429,0.642857,0.357143,0.213805,0.38764,0.325903,0.163445,0.674097,0.836555,0.274647,0.269042,3,0.375,16920.0,24734.0,5.619,6.444,,29.696,2.286,常滑 / 浜名湖 / 戸田
5039,倉田茂将,A2,14,5,10,4,0.357143,0.642857,0.714286,0.285714,0.163445,0.453505,0.38764,0.117212,0.61236,0.882788,0.264966,0.29299,4,0.444444,19674.4,14967.5,4.674,4.677,,27.169,4.286,若松 / 桐生 / 児島
5266,石田勇斗,B1,14,5,9,5,0.357143,0.642857,0.642857,0.357143,0.163445,0.38764,0.38764,0.163445,0.61236,0.836555,0.241913,0.309172,5,0.555556,38184.4,11470.0,4.689,2.173,,34.106,3.643,びわこ / 下関 / 江戸川
3445,加藤高史,A2,14,4,10,4,0.285714,0.714286,0.714286,0.285714,0.117212,0.453505,0.453505,0.117212,0.546495,0.882788,0.234914,0.335802,2,0.2,7259.0,5635.0,5.23,3.546,,32.929,3.071,徳山 / びわこ / 下関
3474,松瀬弘美,B1,14,4,10,4,0.285714,0.714286,0.714286,0.285714,0.117212,0.453505,0.453505,0.117212,0.546495,0.882788,0.234914,0.335802,3,0.3,8615.0,10215.0,4.539,4.519,,34.58,2.5,浜名湖 / 平和島 / 三国
3653,品川賢次,B1,14,4,10,4,0.285714,0.714286,0.714286,0.285714,0.117212,0.453505,0.453505,0.117212,0.546495,0.882788,0.234914,0.335802,2,0.2,13995.0,4397.5,4.399,4.563,,27.285,3.214,桐生 / 江戸川 / 多摩川
3807,岡部 哲,B1,14,3,11,3,0.214286,0.785714,0.785714,0.214286,0.075712,0.524103,0.524103,0.075712,0.475897,0.924288,0.232649,0.367166,1,0.090909,5143.6,3686.7,4.274,3.584,,25.984,3.571,大村 / 三国 / 常滑
5326,三嶌さら,B1,14,5,7,7,0.357143,0.642857,0.5,0.5,0.163445,0.267989,0.38764,0.267989,0.61236,0.732011,0.200035,0.345762,2,0.222222,8733.3,8017.1,4.601,2.337,,32.631,2.214,丸亀 / 浜名湖 / 児島
3441,土屋太朗,B1,14,4,8,6,0.285714,0.714286,0.571429,0.428571,0.117212,0.325903,0.453505,0.213805,0.546495,0.786195,0.190254,0.36961,2,0.2,5895.0,6978.3,4.8,4.957,,30.333,3.571,常滑 / 桐生 / 浜名湖
5208,屋良龍紀,B1,14,4,8,6,0.285714,0.714286,0.571429,0.428571,0.117212,0.325903,0.453505,0.213805,0.546495,0.786195,0.190254,0.36961,3,0.3,10853.0,16611.7,4.302,3.014,,29.737,3.714,大村 / 平和島 / 丸亀
4271,川崎公靖,B1,14,3,8,6,0.214286,0.785714,0.571429,0.428571,0.075712,0.325903,0.524103,0.213805,0.475897,0.786195,0.163279,0.415499,4,0.363636,14270.0,13786.7,4.581,4.393,,19.23,2.571,鳴門 / 桐生 / 下関
4246,喜多那由,B1,14,2,8,6,0.142857,0.857143,0.571429,0.428571,0.040093,0.325903,0.600581,0.213805,0.399419,0.786195,0.140126,0.465209,3,0.25,7570.8,11105.0,4.134,4.049,,35.841,1.786,浜名湖 / 福岡 / 平和島
5350,網代良芽,B1,14,3,6,8,0.214286,0.785714,0.428571,0.571429,0.075712,0.213805,0.524103,0.325903,0.475897,0.674097,0.124045,0.454733,3,0.272727,12253.6,13048.8,4.294,1.999,,25.241,2.0,尼崎 / 戸田 / 多摩川
3839,川合理司,B1,14,1,7,7,0.071429,0.928571,0.5,0.5,0.012722,0.267989,0.685307,0.267989,0.314693,0.732011,0.102065,0.539246,3,0.230769,11636.9,15731.4,3.552,3.916,,31.162,4.571,江戸川 / 浜名湖 / 平和島
3629,浅見昌克,A2,13,11,12,1,0.846154,0.153846,0.923077,0.076923,0.577648,0.666855,0.043257,0.01371,0.956743,0.98629,0.608871,0.032916,0,0.0,7895.0,8480.0,6.215,5.755,,42.239,3.231,児島 / 浜名湖 / 大村
5163,清水愛海,A1,13,10,13,0,0.769231,0.230769,1.0,0.0,0.497431,0.771898,0.081794,0.0,0.918206,1.0,0.593495,0.053166,1,0.333333,8886.7,,6.224,5.728,,29.745,2.462,下関 / 津 / 若松
4520,高倉孝太,B1,13,9,13,0,0.692308,0.307692,1.0,0.0,0.423689,0.771898,0.126805,0.0,0.873195,1.0,0.545562,0.082423,0,0.0,4092.5,,6.148,5.364,,36.81,2.077,三国 / 浜名湖 / 徳山
4506,稗田聖也,B1,13,10,11,2,0.769231,0.230769,0.846154,0.153846,0.497431,0.577648,0.081794,0.043257,0.918206,0.956743,0.525507,0.068306,1,0.333333,12076.7,17515.0,6.72,5.75,,37.572,2.308,桐生 / 若松 / 児島
4851,関 浩哉,A1,13,10,11,2,0.769231,0.230769,0.846154,0.153846,0.497431,0.577648,0.081794,0.043257,0.918206,0.956743,0.525507,0.068306,1,0.333333,14816.7,18660.0,7.462,6.082,,33.586,3.231,桐生 / 多摩川 / 宮島
4027,松江秀徳,B1,13,9,12,1,0.692308,0.307692,0.923077,0.076923,0.423689,0.666855,0.126805,0.01371,0.873195,0.98629,0.508797,0.087222,0,0.0,2420.0,3680.0,5.378,5.478,,34.376,2.231,唐津 / 常滑 / 下関
4589,塩崎桐加,A2,13,9,12,1,0.692308,0.307692,0.923077,0.076923,0.423689,0.666855,0.126805,0.01371,0.873195,0.98629,0.508797,0.087222,1,0.25,17285.0,53520.0,4.742,4.437,,36.462,2.154,福岡 / 徳山 / 多摩川
3730,塩崎優司,B1,13,9,11,2,0.692308,0.307692,0.846154,0.153846,0.423689,0.577648,0.126805,0.043257,0.873195,0.956743,0.477575,0.097563,1,0.25,9775.0,7065.0,5.022,4.973,,29.066,4.615,蒲郡 / 浜名湖 / 唐津
4423,坂口貴彦,B1,13,9,11,2,0.692308,0.307692,0.846154,0.153846,0.423689,0.577648,0.126805,0.043257,0.873195,0.956743,0.477575,0.097563,1,0.25,9207.5,5255.0,4.951,4.609,,31.682,1.846,宮島 / 大村 / 丸亀
5050,木下雄介,A2,13,9,11,2,0.692308,0.307692,0.846154,0.153846,0.423689,0.577648,0.126805,0.043257,0.873195,0.956743,0.477575,0.097563,1,0.25,7097.5,10360.0,5.765,4.155,,26.085,2.538,びわこ / 津 / 戸田
5096,上原 崚,A2,13,8,12,1,0.615385,0.384615,0.923077,0.076923,0.355225,0.666855,0.177094,0.01371,0.822906,0.98629,0.464295,0.11991,1,0.2,7820.0,5530.0,5.68,5.328,,25.325,2.615,住之江 / 江戸川 / 児島
5203,神里琴音,B1,13,8,12,1,0.615385,0.384615,0.923077,0.076923,0.355225,0.666855,0.177094,0.01371,0.822906,0.98629,0.464295,0.11991,3,0.6,13084.0,4180.0,4.592,4.244,,35.948,2.538,福岡 / 若松 / 津
3872,岡田憲行,B1,13,8,11,2,0.615385,0.384615,0.846154,0.153846,0.355225,0.577648,0.177094,0.043257,0.822906,0.956743,0.433073,0.130251,4,0.8,98766.0,27150.0,5.978,5.65,,33.208,4.769,びわこ / 浜名湖 / 住之江
4177,萬 正嗣,B1,13,8,11,2,0.615385,0.384615,0.846154,0.153846,0.355225,0.577648,0.177094,0.043257,0.822906,0.956743,0.433073,0.130251,2,0.4,9920.0,22415.0,4.432,4.525,,35.356,3.769,下関 / 多摩川 / 桐生
4549,小林文彦,B1,13,7,12,1,0.538462,0.461538,0.923077,0.076923,0.291434,0.666855,0.232058,0.01371,0.767942,0.98629,0.422831,0.155636,3,0.5,7941.7,3430.0,5.579,5.342,,37.152,1.692,戸田 / 児島 / 大村
5325,澁川 夏,B1,13,7,12,1,0.538462,0.461538,0.923077,0.076923,0.291434,0.666855,0.232058,0.01371,0.767942,0.98629,0.422831,0.155636,1,0.166667,5965.0,9740.0,4.895,2.592,,25.859,2.462,戸田 / 住之江 / 宮島
3497,後藤 浩,B1,13,8,10,3,0.615385,0.384615,0.769231,0.230769,0.355225,0.497431,0.177094,0.081794,0.822906,0.918206,0.404997,0.143739,2,0.4,41334.0,37040.0,5.155,5.352,,33.394,3.231,住之江 / 三国 / 戸田
3850,小川知行,B1,13,8,10,3,0.615385,0.384615,0.769231,0.230769,0.355225,0.497431,0.177094,0.081794,0.822906,0.918206,0.404997,0.143739,4,0.8,28890.0,42580.0,5.01,4.507,,30.878,1.846,平和島 / 徳山 / びわこ
4406,幸野史明,B1,13,8,10,3,0.615385,0.384615,0.769231,0.230769,0.355225,0.497431,0.177094,0.081794,0.822906,0.918206,0.404997,0.143739,2,0.4,9802.0,12900.0,4.155,4.37,,30.769,1.231,三国 / 宮島 / 住之江
3627,井上恵一,A2,13,7,11,2,0.538462,0.461538,0.846154,0.153846,0.291434,0.577648,0.232058,0.043257,0.767942,0.956743,0.391609,0.165977,2,0.333333,10341.7,13610.0,5.418,4.848,,40.383,2.385,尼崎 / 児島 / 平和島
4150,山田雄太,B1,13,7,11,2,0.538462,0.461538,0.846154,0.153846,0.291434,0.577648,0.232058,0.043257,0.767942,0.956743,0.391609,0.165977,0,0.0,4773.3,4805.0,5.752,6.323,,36.55,2.538,戸田 / 蒲郡 / 常滑
4180,上野秀和,B1,13,7,11,2,0.538462,0.461538,0.846154,0.153846,0.291434,0.577648,0.232058,0.043257,0.767942,0.956743,0.391609,0.165977,2,0.333333,8166.7,9665.0,5.678,4.716,,33.29,3.154,桐生 / 浜名湖 / 芦屋
4560,庄司樹良,A2,13,7,11,2,0.538462,0.461538,0.846154,0.153846,0.291434,0.577648,0.232058,0.043257,0.767942,0.956743,0.391609,0.165977,1,0.166667,7416.7,7270.0,5.982,5.628,,29.593,3.154,平和島 / びわこ / 宮島
4709,岡村将也,A2,13,7,11,2,0.538462,0.461538,0.846154,0.153846,0.291434,0.577648,0.232058,0.043257,0.767942,0.956743,0.391609,0.165977,2,0.333333,12408.3,22655.0,5.576,5.316,,35.815,2.846,三国 / 尼崎 / 芦屋
4887,富澤祐作,B1,13,7,11,2,0.538462,0.461538,0.846154,0.153846,0.291434,0.577648,0.232058,0.043257,0.767942,0.956743,0.391609,0.165977,0,0.0,5686.7,5325.0,5.222,5.461,,23.197,3.231,びわこ / 蒲郡 / 多摩川
5009,大賀龍之,B1,13,7,11,2,0.538462,0.461538,0.846154,0.153846,0.291434,0.577648,0.232058,0.043257,0.767942,0.956743,0.391609,0.165977,1,0.166667,5795.0,8495.0,5.123,4.372,,35.309,3.0,大村 / 宮島 / 福岡
5032,谷口知優,B1,13,6,12,1,0.461538,0.538462,0.923077,0.076923,0.232058,0.666855,0.291434,0.01371,0.708566,0.98629,0.384237,0.194231,2,0.285714,10397.1,10210.0,5.471,4.932,,33.455,2.231,丸亀 / 平和島 / 若松
3505,山田竜一,B1,13,8,9,4,0.615385,0.384615,0.692308,0.307692,0.355225,0.423689,0.177094,0.126805,0.822906,0.873195,0.379187,0.159493,3,0.6,21348.0,26357.5,5.546,5.482,,37.133,2.846,平和島 / 多摩川 / 徳山
4098,赤澤文香,B1,13,8,9,4,0.615385,0.384615,0.692308,0.307692,0.355225,0.423689,0.177094,0.126805,0.822906,0.873195,0.379187,0.159493,1,0.2,6192.0,7462.5,4.618,4.31,,35.647,1.923,江戸川 / 児島 / 多摩川
4876,梅木敬太,B1,13,8,9,4,0.615385,0.384615,0.692308,0.307692,0.355225,0.423689,0.177094,0.126805,0.822906,0.873195,0.379187,0.159493,2,0.4,12214.0,13972.5,4.775,4.293,,35.815,3.385,三国 / 児島 / 戸田
4977,馬野 耀,A2,13,8,9,4,0.615385,0.384615,0.692308,0.307692,0.355225,0.423689,0.177094,0.126805,0.822906,0.873195,0.379187,0.159493,4,0.8,17304.0,21175.0,6.019,5.695,,26.552,2.923,住之江 / 徳山 / 蒲郡
3268,森 竜也,B1,13,7,10,3,0.538462,0.461538,0.769231,0.230769,0.291434,0.497431,0.232058,0.081794,0.767942,0.918206,0.363533,0.179465,2,0.333333,10611.7,7823.3,4.368,4.457,,32.472,3.769,津 / 多摩川 / 蒲郡
4900,中田夕貴,A2,13,7,10,3,0.538462,0.461538,0.769231,0.230769,0.291434,0.497431,0.232058,0.081794,0.767942,0.918206,0.363533,0.179465,2,0.333333,13178.3,20173.3,5.437,4.842,,28.015,2.308,常滑 / びわこ / 児島
3212,亀本勇樹,B1,13,6,11,2,0.461538,0.538462,0.846154,0.153846,0.232058,0.577648,0.291434,0.043257,0.708566,0.956743,0.353014,0.204572,1,0.142857,5807.1,4205.0,4.638,4.865,,29.325,5.308,宮島 / 津 / 唐津
3619,長谷川充,B1,13,6,11,2,0.461538,0.538462,0.846154,0.153846,0.232058,0.577648,0.291434,0.043257,0.708566,0.956743,0.353014,0.204572,3,0.428571,15235.7,14905.0,4.918,4.505,,29.777,4.154,唐津 / 江戸川 / 桐生
4065,金田幸子,B1,13,6,11,2,0.461538,0.538462,0.846154,0.153846,0.232058,0.577648,0.291434,0.043257,0.708566,0.956743,0.353014,0.204572,1,0.142857,5522.9,9335.0,4.721,5.535,,37.405,3.615,児島 / 徳山 / 三国
4410,井上大輔,B1,13,6,11,2,0.461538,0.538462,0.846154,0.153846,0.232058,0.577648,0.291434,0.043257,0.708566,0.956743,0.353014,0.204572,4,0.571429,15598.6,24010.0,5.445,4.775,,33.835,3.923,蒲郡 / 児島 / 大村
4680,後藤美翼,B1,13,6,11,2,0.461538,0.538462,0.846154,0.153846,0.232058,0.577648,0.291434,0.043257,0.708566,0.956743,0.353014,0.204572,1,0.142857,9791.4,23265.0,5.499,5.16,,25.585,2.0,江戸川 / 平和島 / 福岡
4119,泥谷一毅,A2,13,5,12,1,0.384615,0.615385,0.923077,0.076923,0.177094,0.666855,0.355225,0.01371,0.644775,0.98629,0.348511,0.235695,1,0.125,17825.0,3250.0,5.442,5.557,,23.582,2.462,常滑 / 三国 / 尼崎
4874,池田奈津,B1,13,5,12,1,0.384615,0.615385,0.923077,0.076923,0.177094,0.666855,0.355225,0.01371,0.644775,0.98629,0.348511,0.235695,1,0.125,4765.0,20390.0,4.582,4.451,,39.649,3.538,児島 / 福岡 / 宮島
4263,武重雄介,A2,13,6,10,3,0.461538,0.538462,0.769231,0.230769,0.232058,0.497431,0.291434,0.081794,0.708566,0.918206,0.324938,0.21806,2,0.285714,28091.4,61470.0,5.174,5.603,,22.654,4.769,唐津 / 下関 / びわこ
4676,後藤隼之,B1,13,6,10,3,0.461538,0.538462,0.769231,0.230769,0.232058,0.497431,0.291434,0.081794,0.708566,0.918206,0.324938,0.21806,4,0.571429,14868.6,26100.0,5.503,4.918,,23.985,4.154,浜名湖 / 常滑 / 大村
4730,土屋実沙,A2,13,6,10,3,0.461538,0.538462,0.769231,0.230769,0.232058,0.497431,0.291434,0.081794,0.708566,0.918206,0.324938,0.21806,3,0.428571,9335.7,8693.3,5.084,4.935,,27.643,2.923,福岡 / 三国 / 芦屋
3581,加木 郁,B1,13,5,11,2,0.384615,0.615385,0.846154,0.153846,0.177094,0.577648,0.355225,0.043257,0.644775,0.956743,0.317288,0.246036,2,0.25,15846.2,5620.0,4.272,4.598,,29.579,2.462,江戸川 / 徳山 / 浜名湖
3584,佐々木英,B1,13,5,11,2,0.384615,0.615385,0.846154,0.153846,0.177094,0.577648,0.355225,0.043257,0.644775,0.956743,0.317288,0.246036,1,0.125,6223.8,12885.0,5.006,4.956,,36.311,4.154,宮島 / びわこ / 児島
3804,中渡修作,B1,13,5,11,2,0.384615,0.615385,0.846154,0.153846,0.177094,0.577648,0.355225,0.043257,0.644775,0.956743,0.317288,0.246036,3,0.375,14890.0,33815.0,4.953,4.078,,18.157,3.538,徳山 / 浜名湖 / 鳴門
4216,星 栄爾,B1,13,5,11,2,0.384615,0.615385,0.846154,0.153846,0.177094,0.577648,0.355225,0.043257,0.644775,0.956743,0.317288,0.246036,4,0.5,9362.5,9925.0,5.199,4.493,,34.394,4.385,浜名湖 / 蒲郡 / 丸亀
4253,西川真人,B1,13,5,11,2,0.384615,0.615385,0.846154,0.153846,0.177094,0.577648,0.355225,0.043257,0.644775,0.956743,0.317288,0.246036,2,0.25,7745.0,9590.0,4.102,4.125,,28.035,4.385,びわこ / 多摩川 / 蒲郡
4941,孫崎百世,B1,13,5,11,2,0.384615,0.615385,0.846154,0.153846,0.177094,0.577648,0.355225,0.043257,0.644775,0.956743,0.317288,0.246036,2,0.25,6737.5,1170.0,4.745,3.959,,32.677,3.231,びわこ / 戸田 / 福岡
4152,深水慎一,B1,13,6,9,4,0.461538,0.538462,0.692308,0.307692,0.232058,0.423689,0.291434,0.126805,0.708566,0.873195,0.299129,0.233814,2,0.285714,11738.6,12145.0,5.322,3.465,,35.442,3.154,浜名湖 / 蒲郡 / 大村
4675,井手良太,B1,13,6,9,4,0.461538,0.538462,0.692308,0.307692,0.232058,0.423689,0.291434,0.126805,0.708566,0.873195,0.299129,0.233814,2,0.285714,17398.6,15447.5,5.493,5.171,,37.764,2.0,多摩川 / 住之江 / 児島
5352,西岡蒼志,B1,13,6,9,4,0.461538,0.538462,0.692308,0.307692,0.232058,0.423689,0.291434,0.126805,0.708566,0.873195,0.299129,0.233814,2,0.285714,8178.6,7450.0,4.731,2.077,,26.696,2.923,福岡 / 丸亀 / 住之江
3834,細川明人,B1,13,5,10,3,0.384615,0.615385,0.769231,0.230769,0.177094,0.497431,0.355225,0.081794,0.644775,0.918206,0.289212,0.259524,3,0.375,9712.5,12506.7,3.891,3.438,,29.574,3.154,児島 / 桐生 / 蒲郡
4258,関根彰人,B1,13,5,10,3,0.384615,0.615385,0.769231,0.230769,0.177094,0.497431,0.355225,0.081794,0.644775,0.918206,0.289212,0.259524,5,0.625,18545.0,34266.7,4.769,4.946,,31.311,3.538,戸田 / 丸亀 / 児島
4878,西岡育未,B1,13,3,12,1,0.230769,0.769231,0.923077,0.076923,0.081794,0.666855,0.497431,0.01371,0.502569,0.98629,0.286565,0.328129,1,0.1,5384.0,7590.0,4.022,3.253,,31.228,2.231,平和島 / 唐津 / 鳴門
4564,山本景士,B1,13,4,11,2,0.307692,0.692308,0.846154,0.153846,0.126805,0.577648,0.423689,0.043257,0.576311,0.956743,0.2846,0.290538,0,0.0,3926.7,6065.0,4.555,4.838,,32.469,3.538,若松 / 宮島 / 唐津
3604,武藤綾子,B1,13,5,9,4,0.384615,0.615385,0.692308,0.307692,0.177094,0.423689,0.355225,0.126805,0.644775,0.873195,0.263403,0.275278,2,0.25,23491.2,4617.5,4.279,4.566,,23.853,2.154,福岡 / びわこ / 鳴門
4209,藤田竜弘,B1,13,5,9,4,0.384615,0.615385,0.692308,0.307692,0.177094,0.423689,0.355225,0.126805,0.644775,0.873195,0.263403,0.275278,2,0.25,10881.2,17330.0,5.498,5.372,,32.495,3.769,常滑 / 戸田 / 丸亀
4432,黄金井力,B1,13,5,9,4,0.384615,0.615385,0.692308,0.307692,0.177094,0.423689,0.355225,0.126805,0.644775,0.873195,0.263403,0.275278,5,0.625,17655.0,23040.0,5.206,5.536,,34.209,2.769,桐生 / 江戸川 / 戸田
4840,鈴木秀茉,B1,13,2,12,1,0.153846,0.846154,0.923077,0.076923,0.043257,0.666855,0.577648,0.01371,0.422352,0.98629,0.261516,0.38027,2,0.181818,7655.5,7280.0,4.79,4.334,,31.11,2.231,浜名湖 / 蒲郡 / 尼崎
3870,寺嶋 雄,B1,13,4,10,3,0.307692,0.692308,0.769231,0.230769,0.126805,0.497431,0.423689,0.081794,0.576311,0.918206,0.256524,0.304026,4,0.444444,12575.6,5540.0,4.378,4.239,,29.757,2.923,桐生 / 宮島 / 大村
4844,村上奈穂,B1,13,4,10,3,0.307692,0.692308,0.769231,0.230769,0.126805,0.497431,0.423689,0.081794,0.576311,0.918206,0.256524,0.304026,0,0.0,3780.0,1306.7,4.806,3.729,,23.556,2.154,福岡 / 児島 / びわこ
5130,上野拓馬,B1,13,4,10,3,0.307692,0.692308,0.769231,0.230769,0.126805,0.497431,0.423689,0.081794,0.576311,0.918206,0.256524,0.304026,1,0.111111,4246.7,7100.0,4.418,3.885,,31.301,2.308,津 / 尼崎 / 常滑
3340,池田雷太,B1,13,5,8,5,0.384615,0.615385,0.615385,0.384615,0.177094,0.355225,0.355225,0.177094,0.644775,0.822906,0.23944,0.292879,2,0.25,5368.8,6334.0,4.423,4.561,,30.845,2.692,福岡 / 宮島 / 住之江
3933,山地正樹,B1,13,4,9,4,0.307692,0.692308,0.692308,0.307692,0.126805,0.423689,0.423689,0.126805,0.576311,0.873195,0.230714,0.31978,1,0.111111,4870.0,3382.5,5.081,5.049,,31.188,3.077,児島 / 宮島 / 多摩川
4045,佐々木裕,B1,13,4,9,4,0.307692,0.692308,0.692308,0.307692,0.126805,0.423689,0.423689,0.126805,0.576311,0.873195,0.230714,0.31978,2,0.222222,5663.3,9850.0,4.248,4.631,,24.156,1.692,徳山 / 下関 / 鳴門
3156,金子良昭,B1,13,3,10,3,0.230769,0.769231,0.769231,0.230769,0.081794,0.497431,0.497431,0.081794,0.502569,0.918206,0.227267,0.351958,2,0.2,7993.0,9966.7,4.292,4.316,,31.356,3.308,戸田 / 平和島 / 浜名湖
4068,幸田智裕,B1,13,3,10,3,0.230769,0.769231,0.769231,0.230769,0.081794,0.497431,0.497431,0.081794,0.502569,0.918206,0.227267,0.351958,3,0.3,9461.0,14100.0,4.588,4.802,,33.438,1.615,江戸川 / 浜名湖 / 住之江
3992,関口智久,B1,13,5,7,6,0.384615,0.615385,0.538462,0.461538,0.177094,0.291434,0.355225,0.232058,0.644775,0.767942,0.217113,0.312116,3,0.375,14223.8,18276.7,5.166,5.182,,32.428,2.385,蒲郡 / 鳴門 / 戸田
4306,畔柳俊吾,A2,13,4,8,5,0.307692,0.692308,0.615385,0.384615,0.126805,0.355225,0.423689,0.177094,0.576311,0.822906,0.206752,0.337381,3,0.333333,11071.1,15638.0,4.615,5.517,,30.247,1.615,桐生 / 若松 / 常滑
5178,成貞琳平,B1,13,4,8,5,0.307692,0.692308,0.615385,0.384615,0.126805,0.355225,0.423689,0.177094,0.576311,0.822906,0.206752,0.337381,4,0.444444,18244.4,17928.0,4.215,3.188,,29.036,4.769,浜名湖 / 戸田 / 三国
3527,中嶋誠一,B1,13,3,9,4,0.230769,0.769231,0.692308,0.307692,0.081794,0.423689,0.497431,0.126805,0.502569,0.873195,0.201457,0.367712,4,0.4,13825.0,21820.0,4.97,5.425,,37.799,4.538,唐津 / 芦屋 / 徳山
3882,新田智彰,B1,13,3,9,4,0.230769,0.769231,0.692308,0.307692,0.081794,0.423689,0.497431,0.126805,0.502569,0.873195,0.201457,0.367712,5,0.5,17965.0,29877.5,5.054,4.752,,31.451,2.308,丸亀 / 多摩川 / 住之江
4692,酒井俊弘,B1,13,3,9,4,0.230769,0.769231,0.692308,0.307692,0.081794,0.423689,0.497431,0.126805,0.502569,0.873195,0.201457,0.367712,3,0.3,12145.0,19847.5,5.175,4.264,,25.203,1.846,三国 / 多摩川 / 平和島
3880,浅見宗孝,B1,13,3,8,5,0.230769,0.769231,0.615385,0.384615,0.081794,0.355225,0.497431,0.177094,0.502569,0.822906,0.177495,0.385313,2,0.2,6293.0,7710.0,4.738,4.655,,30.414,3.308,蒲郡 / 多摩川 / 徳山
4562,阪本勇介,B1,13,3,8,5,0.230769,0.769231,0.615385,0.384615,0.081794,0.355225,0.497431,0.177094,0.502569,0.822906,0.177495,0.385313,1,0.1,10150.0,15664.0,4.194,4.4,,31.079,2.538,浜名湖 / 戸田 / 三国
4035,杉江浩明,B1,13,4,6,7,0.307692,0.692308,0.461538,0.538462,0.126805,0.232058,0.423689,0.291434,0.576311,0.708566,0.163643,0.3774,3,0.333333,8312.2,9535.7,4.073,3.62,,28.087,2.462,蒲郡 / 浜名湖 / 多摩川
4664,東口 晃,B1,13,2,7,6,0.153846,0.846154,0.538462,0.461538,0.043257,0.291434,0.577648,0.232058,0.422352,0.767942,0.130119,0.456692,5,0.454545,9454.5,7131.7,4.156,3.838,,29.026,1.846,三国 / びわこ / 桐生
3463,乙津康志,B1,13,3,5,8,0.230769,0.769231,0.384615,0.615385,0.081794,0.177094,0.497431,0.355225,0.502569,0.644775,0.115149,0.447659,2,0.2,7103.0,7700.0,4.815,3.215,,30.717,2.846,浜名湖 / 丸亀 / 平和島
5153,佐藤ほの,B1,13,2,6,7,0.153846,0.846154,0.461538,0.538462,0.043257,0.232058,0.577648,0.291434,0.422352,0.708566,0.109337,0.477473,5,0.454545,40081.8,34348.6,4.126,3.558,,35.104,3.231,平和島 / びわこ / 多摩川
5276,大島隆乃,B1,13,3,4,9,0.230769,0.769231,0.307692,0.692308,0.081794,0.126805,0.497431,0.423689,0.502569,0.576311,0.097548,0.471621,1,0.1,5295.0,5814.4,4.791,3.588,,35.459,2.385,大村 / 蒲郡 / 戸田
3207,田村美和,B1,13,1,4,9,0.076923,0.923077,0.307692,0.692308,0.01371,0.126805,0.666855,0.423689,0.333145,0.576311,0.053293,0.581747,5,0.416667,14178.3,17461.1,3.515,3.622,,36.932,4.462,平和島 / 多摩川 / 戸田
3257,田頭 実,A2,12,11,12,0,0.916667,0.083333,1.0,0.0,0.646114,0.757499,0.014865,0.0,0.985135,1.0,0.685099,0.009662,0,0.0,2220.0,,6.554,4.622,,29.031,2.833,蒲郡 / 常滑 / 桐生
4108,吉村正明,B1,12,10,12,0,0.833333,0.166667,1.0,0.0,0.551964,0.757499,0.046964,0.0,0.953036,1.0,0.623901,0.030527,0,0.0,3075.0,,6.223,5.548,,31.089,2.75,児島 / 下関 / 徳山
4992,廣瀬篤哉,B1,12,10,11,1,0.833333,0.166667,0.916667,0.083333,0.551964,0.646114,0.046964,0.014865,0.953036,0.985135,0.584916,0.035729,1,0.5,8440.0,12190.0,4.708,4.569,,31.168,2.333,びわこ / 尼崎 / 戸田
4012,中村有裕,A2,12,9,12,0,0.75,0.25,1.0,0.0,0.46769,0.757499,0.08894,0.0,0.91106,1.0,0.569123,0.057811,0,0.0,5306.7,,5.817,5.934,,32.613,3.75,蒲郡 / 徳山 / 桐生
4637,中田友也,A2,12,9,12,0,0.75,0.25,1.0,0.0,0.46769,0.757499,0.08894,0.0,0.91106,1.0,0.569123,0.057811,0,0.0,2303.3,,5.617,4.605,,33.038,3.25,宮島 / 鳴門 / 桐生
3687,花田和明,B1,12,9,11,1,0.75,0.25,0.916667,0.083333,0.46769,0.646114,0.08894,0.014865,0.91106,0.985135,0.530138,0.063014,1,0.333333,14166.7,4910.0,5.251,5.009,,32.63,3.667,蒲郡 / 桐生 / 津
3975,小野寺智,B1,12,9,11,1,0.75,0.25,0.916667,0.083333,0.46769,0.646114,0.08894,0.014865,0.91106,0.985135,0.530138,0.063014,1,0.333333,10250.0,19880.0,5.842,5.64,,41.627,1.583,児島 / 丸亀 / 住之江
4442,松竹大輔,B1,12,9,11,1,0.75,0.25,0.916667,0.083333,0.46769,0.646114,0.08894,0.014865,0.91106,0.985135,0.530138,0.063014,1,0.333333,6213.3,11250.0,5.169,5.669,,36.256,2.667,蒲郡 / 常滑 / 尼崎
