ranking_source,top_k,mode,formation,respect_skip,place_name,target_races,settled_races,bought_races,skipped_races,total_points,purchase_yen,return_yen,profit_yen,roi_pct,roi_without_max_hit_pct,hit_count,hit_rate_pct,manshu_hit_count,manshu_hit_rate_pct,selected_manshu_races,manshu_capture_rate_pct,avg_hit_payout_yen,median_hit_payout_yen,max_hit_payout_yen,max_losing_streak,max_drawdown_yen,sample_dates
all,10,preview,A,False,びわこ,28,28,25,3,600,60000,38320,-21680,63.87,45.23,7,28.0,2,8.0,8,25.0,5474.29,3970,11180,11,38290,21
all,10,preview,A,False,三国,39,38,35,4,840,84000,67030,-16970,79.8,39.93,13,37.14,1,2.86,11,9.09,5156.15,2060,33490,4,26370,24
all,10,preview,A,False,下関,16,16,13,3,312,31200,18230,-12970,58.43,37.24,5,38.46,0,0.0,1,0.0,3646,4010,6610,4,14580,12
all,10,preview,A,False,丸亀,30,26,19,11,456,45600,66830,21230,146.56,73.14,8,42.11,2,10.53,11,18.18,8353.75,2725.0,33480,4,11790,20
all,10,preview,A,False,住之江,18,18,16,2,384,38400,13190,-25210,34.35,10.18,2,12.5,0,0.0,3,0.0,6595,6595.0,9280,5,25210,12
all,10,preview,A,False,児島,26,25,24,2,576,57600,40020,-17580,69.48,30.57,7,29.17,1,4.17,8,12.5,5717.14,3850,22410,4,20320,20
all,10,preview,A,False,唐津,24,24,24,0,576,57600,51200,-6400,88.89,25.24,6,25.0,1,4.17,9,11.11,8533.33,2645.0,36660,12,28800,20
all,10,preview,A,False,多摩川,31,31,26,5,624,62400,22090,-40310,35.4,24.82,8,30.77,0,0.0,5,0.0,2761.25,2105.0,6600,15,44510,23
all,10,preview,A,False,大村,22,22,18,4,432,43200,26030,-17170,60.25,43.1,6,33.33,0,0.0,1,0.0,4338.33,3495.0,7410,8,21240,15
all,10,preview,A,False,宮島,32,32,18,14,432,43200,23370,-19830,54.1,29.42,5,27.78,1,5.56,4,25.0,4674,2050,10660,5,20950,17
all,10,preview,A,False,尼崎,20,18,16,4,384,38400,19180,-19220,49.95,24.17,5,31.25,0,0.0,2,0.0,3836,2220,9900,7,26990,15
all,10,preview,A,False,常滑,35,35,27,8,648,64800,90690,25890,139.95,50.19,9,33.33,1,3.7,6,16.67,10076.67,5150,58170,9,28920,27
all,10,preview,A,False,平和島,13,13,13,0,312,31200,34840,3640,111.67,76.63,7,53.85,1,7.69,2,50.0,4977.14,3770,10930,3,7200,9
all,10,preview,A,False,徳山,36,36,33,3,792,79200,44260,-34940,55.88,38.61,12,36.36,1,3.03,7,14.29,3688.33,2910.0,13680,6,35320,24
all,10,preview,A,False,戸田,24,24,17,7,408,40800,12890,-27910,31.59,21.69,7,41.18,0,0.0,5,0.0,1841.43,1680,4040,4,27910,14
all,10,preview,A,False,桐生,14,14,13,1,312,31200,39170,7970,125.54,75.1,8,61.54,1,7.69,4,25.0,4896.25,2525.0,15740,2,5420,11
all,10,preview,A,False,江戸川,7,6,5,2,120,12000,2430,-9570,20.25,0.0,1,20.0,0,0.0,1,0.0,2430,2430,2430,4,9600,6
all,10,preview,A,False,津,21,21,19,2,456,45600,7460,-38140,16.36,9.14,4,21.05,0,0.0,7,0.0,1865,1770.0,3290,9,38140,19
all,10,preview,A,False,浜名湖,26,25,19,7,456,45600,43050,-2550,94.41,52.79,7,36.84,1,5.26,7,14.29,6150,3800,18980,4,17300,19
all,10,preview,A,False,福岡,17,17,14,3,336,33600,18840,-14760,56.07,32.35,5,35.71,0,0.0,5,0.0,3768,2070,7970,4,14760,11
all,10,preview,A,False,芦屋,15,14,13,2,312,31200,3720,-27480,11.92,5.1,2,15.38,0,0.0,3,0.0,1860,1860.0,2130,7,27480,12
all,10,preview,A,False,若松,17,15,10,7,240,24000,1800,-22200,7.5,0.0,1,10.0,0,0.0,4,0.0,1800,1800,1800,5,22200,13
all,10,preview,A,False,蒲郡,23,23,18,5,432,43200,11300,-31900,26.16,19.56,6,33.33,0,0.0,2,0.0,1883.33,2270.0,2850,4,32160,16
all,10,preview,A,False,鳴門,26,26,25,1,600,60000,57770,-2230,96.28,68.12,10,40.0,2,8.0,6,33.33,5777,3690.0,16900,5,18310,18
all,10,preview,A,True,びわこ,28,28,18,10,432,43200,20490,-22710,47.43,21.55,4,22.22,1,5.56,8,12.5,5122.5,3640.0,11180,9,30000,21
all,10,preview,A,True,三国,39,38,23,16,552,55200,56780,1580,102.86,42.19,9,39.13,1,4.35,11,9.09,6308.89,2350,33490,4,14860,24
all,10,preview,A,True,下関,16,16,10,6,240,24000,6830,-17170,28.46,11.75,3,30.0,0,0.0,1,0.0,2276.67,1540,4010,3,18780,12
all,10,preview,A,True,丸亀,30,26,12,18,288,28800,57630,28830,200.1,83.85,4,33.33,2,16.67,11,18.18,14407.5,11290.0,33480,4,9600,20
all,10,preview,A,True,住之江,18,18,16,2,384,38400,13190,-25210,34.35,10.18,2,12.5,0,0.0,3,0.0,6595,6595.0,9280,5,25210,12
all,10,preview,A,True,児島,26,25,15,11,360,36000,16430,-19570,45.64,33.64,5,33.33,0,0.0,8,0.0,3286,3850,4320,5,22050,20
all,10,preview,A,True,唐津,24,24,16,8,384,38400,12530,-25870,32.63,13.39,3,18.75,0,0.0,9,0.0,4176.67,4260,7390,11,30860,20
all,10,preview,A,True,多摩川,31,31,20,11,480,48000,22090,-25910,46.02,32.27,8,40.0,0,0.0,5,0.0,2761.25,2105.0,6600,9,30110,23
all,10,preview,A,True,大村,22,22,11,11,264,26400,20250,-6150,76.7,48.64,4,36.36,0,0.0,1,0.0,5062.5,5325.0,7410,4,9600,15
all,10,preview,A,True,宮島,32,32,10,22,240,24000,12420,-11580,51.75,7.33,2,20.0,1,10.0,4,25.0,6210,6210.0,10660,5,12000,17
all,10,preview,A,True,尼崎,20,18,11,9,264,26400,18110,-8290,68.6,31.1,4,36.36,0,0.0,2,0.0,4527.5,3645.0,9900,4,16060,15
all,10,preview,A,True,常滑,35,35,14,21,336,33600,68090,34490,202.65,29.52,3,21.43,1,7.14,6,16.67,22696.67,8940,58170,7,18220,27
all,10,preview,A,True,平和島,13,13,9,4,216,21600,25700,4100,118.98,68.38,4,44.44,1,11.11,2,50.0,6425,6020.0,10930,3,7200,9
all,10,preview,A,True,徳山,36,36,25,11,600,60000,36190,-23810,60.32,37.52,9,36.0,1,4.0,7,14.29,4021.11,2700,13680,4,24190,24
all,10,preview,A,True,戸田,24,24,11,13,264,26400,4480,-21920,16.97,10.61,4,36.36,0,0.0,5,0.0,1120,1115.0,1680,4,21920,14
all,10,preview,A,True,桐生,14,14,10,4,240,24000,36670,12670,152.79,87.21,7,70.0,1,10.0,4,25.0,5238.57,2550,15740,2,4800,11
all,10,preview,A,True,江戸川,7,6,4,3,96,9600,2430,-7170,25.31,0.0,1,25.0,0,0.0,1,0.0,2430,2430,2430,3,7200,6
all,10,preview,A,True,津,21,21,15,6,360,36000,7460,-28540,20.72,11.58,4,26.67,0,0.0,7,0.0,1865,1770.0,3290,7,28540,19
all,10,preview,A,True,浜名湖,26,25,13,13,312,31200,40400,9200,129.49,68.65,6,46.15,1,7.69,7,14.29,6733.33,4680.0,18980,3,8460,19
all,10,preview,A,True,福岡,17,17,13,4,312,31200,18840,-12360,60.38,34.84,5,38.46,0,0.0,5,0.0,3768,2070,7970,4,13110,11
all,10,preview,A,True,芦屋,15,14,8,7,192,19200,3720,-15480,19.38,8.28,2,25.0,0,0.0,3,0.0,1860,1860.0,2130,5,15480,12
all,10,preview,A,True,若松,17,15,9,8,216,21600,1800,-19800,8.33,0.0,1,11.11,0,0.0,4,0.0,1800,1800,1800,4,19800,13
all,10,preview,A,True,蒲郡,23,23,11,12,264,26400,8680,-17720,32.88,22.08,4,36.36,0,0.0,2,0.0,2170,2655.0,2850,3,17980,16
all,10,preview,A,True,鳴門,26,26,19,7,456,45600,52900,7300,116.01,78.95,9,47.37,2,10.53,6,33.33,5877.78,3370,16900,3,10090,18
all,10,preview,B,False,びわこ,28,28,25,3,450,45000,31300,-13700,69.56,44.71,5,20.0,2,8.0,8,25.0,6260,4080,11180,11,30000,21
all,10,preview,B,False,三国,39,38,35,4,630,63000,47250,-15750,75.0,21.84,7,20.0,1,2.86,11,9.09,6750,1940,33490,9,26110,24
all,10,preview,B,False,下関,16,16,13,3,234,23400,11620,-11780,49.66,29.19,4,30.77,0,0.0,1,0.0,2905,2775.0,4790,4,14920,12
all,10,preview,B,False,丸亀,30,26,19,11,342,34200,63780,29580,186.49,88.6,6,31.58,2,10.53,11,18.18,10630,5485.0,33480,5,9000,20
all,10,preview,B,False,住之江,18,18,16,2,288,28800,3910,-24890,13.58,0.0,1,6.25,0,0.0,3,0.0,3910,3910,3910,10,24890,12
all,10,preview,B,False,児島,26,25,24,2,432,43200,29390,-13810,68.03,16.16,3,12.5,1,4.17,8,12.5,9796.67,3910,22410,9,17690,20
all,10,preview,B,False,唐津,24,24,24,0,432,43200,1030,-42170,2.38,0.0,1,4.17,0,0.0,9,0.0,1030,1030,1030,22,42170,20
all,10,preview,B,False,多摩川,31,31,26,5,468,46800,19870,-26930,42.46,28.35,7,26.92,0,0.0,5,0.0,2838.57,1990,6600,15,31730,23
all,10,preview,B,False,大村,22,22,18,4,324,32400,6990,-25410,21.57,9.32,2,11.11,0,0.0,1,0.0,3495,3495.0,3970,14,27580,15
all,10,preview,B,False,宮島,32,32,18,14,324,32400,13290,-19110,41.02,8.12,3,16.67,1,5.56,4,25.0,4430,2050,10660,8,19110,17
all,10,preview,B,False,尼崎,20,18,16,4,288,28800,16960,-11840,58.89,24.51,4,25.0,0,0.0,2,0.0,4240,3070.0,9900,9,21410,15
all,10,preview,B,False,常滑,35,35,27,8,486,48600,79470,30870,163.52,43.83,5,18.52,1,3.7,6,16.67,15894,6620,58170,13,23400,27
all,10,preview,B,False,平和島,13,13,13,0,234,23400,32040,8640,136.92,90.21,6,46.15,1,7.69,2,50.0,5340,3865.0,10930,3,5400,9
all,10,preview,B,False,徳山,36,36,33,3,594,59400,38910,-20490,65.51,42.47,9,27.27,1,3.03,7,14.29,4323.33,3330,13680,8,22670,24
all,10,preview,B,False,戸田,24,24,17,7,306,30600,2910,-27690,9.51,4.02,2,11.76,0,0.0,5,0.0,1455,1455.0,1680,11,27690,14
all,10,preview,B,False,桐生,14,14,13,1,234,23400,28110,4710,120.13,52.86,4,30.77,1,7.69,4,25.0,7027.5,5165.0,15740,5,10100,11
all,10,preview,B,False,江戸川,7,6,5,2,90,9000,2430,-6570,27.0,0.0,1,20.0,0,0.0,1,0.0,2430,2430,2430,4,7200,6
all,10,preview,B,False,津,21,21,19,2,342,34200,5710,-28490,16.7,7.08,2,10.53,0,0.0,7,0.0,2855,2855.0,3290,9,28490,19
all,10,preview,B,False,浜名湖,26,25,19,7,342,34200,38290,4090,111.96,56.46,5,26.32,1,5.26,7,14.29,7658,5560,18980,4,11290,19
all,10,preview,B,False,福岡,17,17,14,3,252,25200,9690,-15510,38.45,6.83,2,14.29,0,0.0,5,0.0,4845,4845.0,7970,6,15510,11
all,10,preview,B,False,芦屋,15,14,13,2,234,23400,3720,-19680,15.9,6.79,2,15.38,0,0.0,3,0.0,1860,1860.0,2130,7,19680,12
all,10,preview,B,False,若松,17,15,10,7,180,18000,0,-18000,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,10,18000,13
all,10,preview,B,False,蒲郡,23,23,18,5,324,32400,5070,-27330,15.65,7.44,3,16.67,0,0.0,2,0.0,1690,1890,2660,12,28280,16
all,10,preview,B,False,鳴門,26,26,25,1,450,45000,30340,-14660,67.42,29.87,6,24.0,1,4.0,6,16.67,5056.67,2905.0,16900,7,20230,18
all,10,preview,B,True,びわこ,28,28,18,10,324,32400,17180,-15220,53.02,18.52,3,16.67,1,5.56,8,12.5,5726.67,3970,11180,9,21000,21
all,10,preview,B,True,三国,39,38,23,16,414,41400,43950,2550,106.16,25.27,5,21.74,1,4.35,11,9.09,8790,1940,33490,7,16060,24
all,10,preview,B,True,下関,16,16,10,6,180,18000,6830,-11170,37.94,15.67,3,30.0,0,0.0,1,0.0,2276.67,1540,4010,3,13380,12
all,10,preview,B,True,丸亀,30,26,12,18,216,21600,56060,34460,259.54,104.54,3,25.0,2,16.67,11,18.18,18686.67,14350,33480,4,7200,20
all,10,preview,B,True,住之江,18,18,16,2,288,28800,3910,-24890,13.58,0.0,1,6.25,0,0.0,3,0.0,3910,3910,3910,10,24890,12
all,10,preview,B,True,児島,26,25,15,11,270,27000,6980,-20020,25.85,11.37,2,13.33,0,0.0,8,0.0,3490,3490.0,3910,8,20020,20
all,10,preview,B,True,唐津,24,24,16,8,288,28800,0,-28800,0.0,0.0,0,0.0,0,0.0,9,0.0,,,,16,28800,20
all,10,preview,B,True,多摩川,31,31,20,11,360,36000,19870,-16130,55.19,36.86,7,35.0,0,0.0,5,0.0,2838.57,1990,6600,9,20930,23
all,10,preview,B,True,大村,22,22,11,11,198,19800,3970,-15830,20.05,0.0,1,9.09,0,0.0,1,0.0,3970,3970,3970,10,18000,15
all,10,preview,B,True,宮島,32,32,10,22,180,18000,10660,-7340,59.22,0.0,1,10.0,1,10.0,4,25.0,10660,10660,10660,5,9000,17
all,10,preview,B,True,尼崎,20,18,11,9,198,19800,15890,-3910,80.25,30.25,3,27.27,0,0.0,2,0.0,5296.67,5070,9900,6,13480,15
all,10,preview,B,True,常滑,35,35,14,21,252,25200,58170,32970,230.83,0.0,1,7.14,1,7.14,6,16.67,58170,58170,58170,8,14400,27
all,10,preview,B,True,平和島,13,13,9,4,162,16200,22900,6700,141.36,73.89,3,33.33,1,11.11,2,50.0,7633.33,9240,10930,3,6270,9
all,10,preview,B,True,徳山,36,36,25,11,450,45000,33960,-11040,75.47,45.07,7,28.0,1,4.0,7,14.29,4851.43,4500,13680,5,15460,24
all,10,preview,B,True,戸田,24,24,11,13,198,19800,2910,-16890,14.7,6.21,2,18.18,0,0.0,5,0.0,1455,1455.0,1680,8,16890,14
all,10,preview,B,True,桐生,14,14,10,4,180,18000,25610,7610,142.28,54.83,3,30.0,1,10.0,4,25.0,8536.67,7830,15740,4,7200,11
all,10,preview,B,True,江戸川,7,6,4,3,72,7200,2430,-4770,33.75,0.0,1,25.0,0,0.0,1,0.0,2430,2430,2430,3,5400,6
all,10,preview,B,True,津,21,21,15,6,270,27000,5710,-21290,21.15,8.96,2,13.33,0,0.0,7,0.0,2855,2855.0,3290,7,21290,19
all,10,preview,B,True,浜名湖,26,25,13,13,234,23400,38290,14890,163.63,82.52,5,38.46,1,7.69,7,14.29,7658,5560,18980,3,5400,19
all,10,preview,B,True,福岡,17,17,13,4,234,23400,9690,-13710,41.41,7.35,2,15.38,0,0.0,5,0.0,4845,4845.0,7970,6,13710,11
all,10,preview,B,True,芦屋,15,14,8,7,144,14400,3720,-10680,25.83,11.04,2,25.0,0,0.0,3,0.0,1860,1860.0,2130,5,10680,12
all,10,preview,B,True,若松,17,15,9,8,162,16200,0,-16200,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,9,16200,13
all,10,preview,B,True,蒲郡,23,23,11,12,198,19800,3180,-16620,16.06,2.63,2,18.18,0,0.0,2,0.0,1590,1590.0,2660,7,17480,16
all,10,preview,B,True,鳴門,26,26,19,7,342,34200,25470,-8730,74.47,25.06,5,26.32,1,5.26,6,16.67,5094,2440,16900,6,13030,18
all,10,preview,C,False,びわこ,28,28,25,3,300,30000,20120,-9880,67.07,33.6,4,16.0,1,4.0,8,12.5,5030,4025.0,10040,11,20400,21
all,10,preview,C,False,三国,39,38,35,4,420,42000,45620,3620,108.62,28.88,6,17.14,1,2.86,11,9.09,7603.33,2000.0,33490,9,16940,24
all,10,preview,C,False,下関,16,16,13,3,156,15600,11620,-3980,74.49,43.78,4,30.77,0,0.0,1,0.0,2905,2775.0,4790,4,9520,12
all,10,preview,C,False,丸亀,30,26,19,11,228,22800,15950,-6850,69.96,33.86,4,21.05,0,0.0,11,0.0,3987.5,2725.0,8230,8,11790,20
all,10,preview,C,False,住之江,18,18,16,2,192,19200,3910,-15290,20.36,0.0,1,6.25,0,0.0,3,0.0,3910,3910,3910,10,15290,12
all,10,preview,C,False,児島,26,25,24,2,288,28800,25480,-3320,88.47,10.66,2,8.33,1,4.17,8,12.5,12740,12740.0,22410,12,14400,20
all,10,preview,C,False,唐津,24,24,24,0,288,28800,1030,-27770,3.58,0.0,1,4.17,0,0.0,9,0.0,1030,1030,1030,22,27770,20
all,10,preview,C,False,多摩川,31,31,26,5,312,31200,16300,-14900,52.24,31.09,5,19.23,0,0.0,5,0.0,3260,3270,6600,16,21580,23
all,10,preview,C,False,大村,22,22,18,4,216,21600,6990,-14610,32.36,13.98,2,11.11,0,0.0,1,0.0,3495,3495.0,3970,14,17380,15
all,10,preview,C,False,宮島,32,32,18,14,216,21600,13290,-8310,61.53,12.18,3,16.67,1,5.56,4,25.0,4430,2050,10660,8,9600,17
all,10,preview,C,False,尼崎,20,18,16,4,192,19200,16960,-2240,88.33,36.77,4,25.0,0,0.0,2,0.0,4240,3070.0,9900,9,13610,15
all,10,preview,C,False,常滑,35,35,27,8,324,32400,13290,-19110,41.02,15.9,2,7.41,0,0.0,6,0.0,6645,6645.0,8140,18,21600,27
all,10,preview,C,False,平和島,13,13,13,0,156,15600,29310,13710,187.88,117.82,5,38.46,1,7.69,2,50.0,5862,3960,10930,4,4800,9
all,10,preview,C,False,徳山,36,36,33,3,396,39600,38120,-1480,96.26,61.72,8,24.24,1,3.03,7,14.29,4765,3915.0,13680,8,11720,24
all,10,preview,C,False,戸田,24,24,17,7,204,20400,2910,-17490,14.26,6.03,2,11.76,0,0.0,5,0.0,1455,1455.0,1680,11,17490,14
all,10,preview,C,False,桐生,14,14,13,1,156,15600,10330,-5270,66.22,16.03,2,15.38,0,0.0,4,0.0,5165,5165.0,7830,5,9500,11
all,10,preview,C,False,江戸川,7,6,5,2,60,6000,0,-6000,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,5,6000,6
all,10,preview,C,False,津,21,21,19,2,228,22800,5710,-17090,25.04,10.61,2,10.53,0,0.0,7,0.0,2855,2855.0,3290,9,17090,19
all,10,preview,C,False,浜名湖,26,25,19,7,228,22800,19310,-3490,84.69,50.44,4,21.05,0,0.0,7,0.0,4827.5,4680.0,7810,6,7200,19
all,10,preview,C,False,福岡,17,17,14,3,168,16800,1720,-15080,10.24,0.0,1,7.14,0,0.0,5,0.0,1720,1720,1720,10,15080,11
all,10,preview,C,False,芦屋,15,14,13,2,156,15600,3720,-11880,23.85,10.19,2,15.38,0,0.0,3,0.0,1860,1860.0,2130,7,11880,12
all,10,preview,C,False,若松,17,15,10,7,120,12000,0,-12000,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,10,12000,13
all,10,preview,C,False,蒲郡,23,23,18,5,216,21600,2410,-19190,11.16,2.41,2,11.11,0,0.0,2,0.0,1205,1205.0,1890,13,19880,16
all,10,preview,C,False,鳴門,26,26,25,1,300,30000,11880,-18120,39.6,23.37,4,16.0,0,0.0,6,0.0,2970,2905.0,4870,11,21790,18
all,10,preview,C,True,びわこ,28,28,18,10,216,21600,6000,-15600,27.78,9.4,2,11.11,0,0.0,8,0.0,3000,3000.0,3970,9,15600,21
all,10,preview,C,True,三国,39,38,23,16,276,27600,42320,14720,153.33,31.99,4,17.39,1,4.35,11,9.09,10580,3735.0,33490,7,10060,24
all,10,preview,C,True,下関,16,16,10,6,120,12000,6830,-5170,56.92,23.5,3,30.0,0,0.0,1,0.0,2276.67,1540,4010,3,7980,12
all,10,preview,C,True,丸亀,30,26,12,18,144,14400,8230,-6170,57.15,0.0,1,8.33,0,0.0,11,0.0,8230,8230,8230,10,12000,20
all,10,preview,C,True,住之江,18,18,16,2,192,19200,3910,-15290,20.36,0.0,1,6.25,0,0.0,3,0.0,3910,3910,3910,10,15290,12
all,10,preview,C,True,児島,26,25,15,11,180,18000,3070,-14930,17.06,0.0,1,6.67,0,0.0,8,0.0,3070,3070,3070,11,14930,20
all,10,preview,C,True,唐津,24,24,16,8,192,19200,0,-19200,0.0,0.0,0,0.0,0,0.0,9,0.0,,,,16,19200,20
all,10,preview,C,True,多摩川,31,31,20,11,240,24000,16300,-7700,67.92,40.42,5,25.0,0,0.0,5,0.0,3260,3270,6600,10,14380,23
all,10,preview,C,True,大村,22,22,11,11,132,13200,3970,-9230,30.08,0.0,1,9.09,0,0.0,1,0.0,3970,3970,3970,10,12000,15
all,10,preview,C,True,宮島,32,32,10,22,120,12000,10660,-1340,88.83,0.0,1,10.0,1,10.0,4,25.0,10660,10660,10660,5,6000,17
all,10,preview,C,True,尼崎,20,18,11,9,132,13200,15890,2690,120.38,45.38,3,27.27,0,0.0,2,0.0,5296.67,5070,9900,6,8680,15
all,10,preview,C,True,常滑,35,35,14,21,168,16800,0,-16800,0.0,0.0,0,0.0,0,0.0,6,0.0,,,,14,16800,27
all,10,preview,C,True,平和島,13,13,9,4,108,10800,20170,9370,186.76,85.56,2,22.22,1,11.11,2,50.0,10085,10085.0,10930,5,6000,9
all,10,preview,C,True,徳山,36,36,25,11,300,30000,33170,3170,110.57,64.97,6,24.0,1,4.0,7,14.29,5528.33,4690.0,13680,7,9050,24
all,10,preview,C,True,戸田,24,24,11,13,132,13200,2910,-10290,22.05,9.32,2,18.18,0,0.0,5,0.0,1455,1455.0,1680,8,10320,14
all,10,preview,C,True,桐生,14,14,10,4,120,12000,7830,-4170,65.25,0.0,1,10.0,0,0.0,4,0.0,7830,7830,7830,7,8400,11
all,10,preview,C,True,江戸川,7,6,4,3,48,4800,0,-4800,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,4,4800,6
all,10,preview,C,True,津,21,21,15,6,180,18000,5710,-12290,31.72,13.44,2,13.33,0,0.0,7,0.0,2855,2855.0,3290,7,12290,19
all,10,preview,C,True,浜名湖,26,25,13,13,156,15600,19310,3710,123.78,73.72,4,30.77,0,0.0,7,0.0,4827.5,4680.0,7810,5,6000,19
all,10,preview,C,True,福岡,17,17,13,4,156,15600,1720,-13880,11.03,0.0,1,7.69,0,0.0,5,0.0,1720,1720,1720,9,13880,11
all,10,preview,C,True,芦屋,15,14,8,7,96,9600,3720,-5880,38.75,16.56,2,25.0,0,0.0,3,0.0,1860,1860.0,2130,5,6000,12
all,10,preview,C,True,若松,17,15,9,8,108,10800,0,-10800,0.0,0.0,0,0.0,0,0.0,4,0.0,,,,9,10800,13
all,10,preview,C,True,蒲郡,23,23,11,12,132,13200,520,-12680,3.94,0.0,1,9.09,0,0.0,2,0.0,520,520,520,8,12680,16
all,10,preview,C,True,鳴門,26,26,19,7,228,22800,7010,-15790,30.75,15.96,3,15.79,0,0.0,6,0.0,2336.67,2440,3370,10,15790,18
all,10,preview,D,False,びわこ,28,28,25,3,225,22500,5740,-16760,25.51,9.02,2,8.0,0,0.0,8,0.0,2870,2870.0,3710,15,16760,21
all,10,preview,D,False,三国,39,38,35,4,315,31500,56280,24780,178.67,72.35,9,25.71,1,2.86,11,9.09,6253.33,2060,33490,6,7590,24
all,10,preview,D,False,下関,16,16,13,3,117,11700,6330,-5370,54.1,13.16,2,15.38,0,0.0,1,0.0,3165,3165.0,4790,9,8100,12
all,10,preview,D,False,丸亀,30,26,19,11,171,17100,13210,-3890,77.25,29.12,3,15.79,0,0.0,11,0.0,4403.33,2710,8230,9,10330,20
all,10,preview,D,False,住之江,18,18,16,2,144,14400,0,-14400,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,16,14400,12
all,10,preview,D,False,児島,26,25,24,2,216,21600,6920,-14680,32.04,14.21,2,8.33,0,0.0,8,0.0,3460,3460.0,3850,14,16730,20
all,10,preview,D,False,唐津,24,24,24,0,216,21600,13660,-7940,63.24,29.03,4,16.67,0,0.0,9,0.0,3415,2645.0,7390,17,15300,20
all,10,preview,D,False,多摩川,31,31,26,5,234,23400,4250,-19150,18.16,4.19,2,7.69,0,0.0,5,0.0,2125,2125.0,3270,19,19150,23
all,10,preview,D,False,大村,22,22,18,4,162,16200,14650,-1550,90.43,49.2,4,22.22,0,0.0,1,0.0,3662.5,2890.0,6680,10,9000,15
all,10,preview,D,False,宮島,32,32,18,14,162,16200,21610,5410,133.4,67.59,4,22.22,1,5.56,4,25.0,5402.5,5185.0,10660,5,5720,17
all,10,preview,D,False,尼崎,20,18,16,4,144,14400,9280,-5120,64.44,29.24,4,25.0,0,0.0,2,0.0,2320,1645.0,5070,7,7490,15
all,10,preview,D,False,常滑,35,35,27,8,243,24300,15070,-9230,62.02,25.23,3,11.11,0,0.0,6,0.0,5023.33,5150,8940,12,18820,27
all,10,preview,D,False,平和島,13,13,13,0,117,11700,26740,15040,228.55,135.13,4,30.77,1,7.69,2,50.0,6685,6505.0,10930,4,3600,9
all,10,preview,D,False,徳山,36,36,33,3,297,29700,10300,-19400,34.68,19.53,4,12.12,0,0.0,7,0.0,2575,2475.0,4500,12,19400,24
all,10,preview,D,False,戸田,24,24,17,7,153,15300,9350,-5950,61.11,34.71,5,29.41,0,0.0,5,0.0,1870,1680,4040,5,6750,14
all,10,preview,D,False,桐生,14,14,13,1,117,11700,640,-11060,5.47,0.0,1,7.69,0,0.0,4,0.0,640,640,640,11,11060,11
all,10,preview,D,False,江戸川,7,6,5,2,45,4500,0,-4500,0.0,0.0,0,0.0,0,0.0,1,0.0,,,,5,4500,6
all,10,preview,D,False,津,21,21,19,2,171,17100,4170,-12930,24.39,10.23,3,15.79,0,0.0,7,0.0,1390,1120,2420,9,13150,19
all,10,preview,D,False,浜名湖,26,25,19,7,171,17100,19310,2210,112.92,67.25,4,21.05,0,0.0,7,0.0,4827.5,4680.0,7810,6,5400,19
all,10,preview,D,False,福岡,17,17,14,3,126,12600,3790,-8810,30.08,13.65,2,14.29,0,0.0,5,0.0,1895,1895.0,2070,10,9000,11
all,10,preview,D,False,芦屋,15,14,13,2,117,11700,1590,-10110,13.59,0.0,1,7.69,0,0.0,3,0.0,1590,1590,1590,11,10110,12
all,10,preview,D,False,若松,17,15,10,7,90,9000,1800,-7200,20.0,0.0,1,10.0,0,0.0,4,0.0,1800,1800,1800,5,7200,13
all,10,preview,D,False,蒲郡,23,23,18,5,162,16200,7910,-8290,48.83,31.23,4,22.22,0,0.0,2,0.0,1977.5,2270.0,2850,4,9280,16
all,10,preview,D,False,鳴門,26,26,25,1,225,22500,16560,-5940,73.6,51.96,5,20.0,0,0.0,6,0.0,3312,3370,4870,12,10800,18
all,10,preview,D,True,びわこ,28,28,18,10,162,16200,2030,-14170,12.53,0.0,1,5.56,0,0.0,8,0.0,2030,2030,2030,12,14170,21
all,10,preview,D,True,三国,39,38,23,16,207,20700,47270,26570,228.36,66.57,6,26.09,1,4.35,11,9.09,7878.33,2770.0,33490,4,5340,24
all,10,preview,D,True,下関,16,16,10,6,90,9000,1540,-7460,17.11,0.0,1,10.0,0,0.0,1,0.0,1540,1540,1540,7,7460,12
all,10,preview,D,True,丸亀,30,26,12,18,108,10800,8230,-2570,76.2,0.0,1,8.33,0,0.0,11,0.0,8230,8230,8230,10,9000,20
all,10,preview,D,True,住之江,18,18,16,2,144,14400,0,-14400,0.0,0.0,0,0.0,0,0.0,3,0.0,,,,16,14400,12
all,10,preview,D,True,児島,26,25,15,11,135,13500,6920,-6580,51.26,22.74,2,13.33,0,0.0,8,0.0,3460,3460.0,3850,9,8630,20
all,10,preview,D,True,唐津,24,24,16,8,144,14400,11650,-2750,80.9,29.58,2,12.5,0,0.0,9,0.0,5825,5825.0,7390,11,9900,20
all,10,preview,D,True,多摩川,31,31,20,11,180,18000,4250,-13750,23.61,5.44,2,10.0,0,0.0,5,0.0,2125,2125.0,3270,13,13750,23
