condition_count,condition,atom_ids,races,manshu_races,manshu_rate_pct,lift_vs_all,recent_races_2025_plus,recent_manshu_races_2025_plus,recent_manshu_rate_pct,avg_payout_yen,b1_fly_pct,outer56_top3_pct,rank6_top3_pct,winner_3to6_pct,score
5,1号艇逃げ失敗40%以上 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × 1〜3R × 会場:若松,"b1_loss_ge40,outer56_tenji_top2,outer56_ai_pred_ge12,round_1_3,venue_若松",260,62,23.85,1.418,97,24,24.74,9959,37.31,80.77,22.69,55.0,31.616
3,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × 風または波5以上,"b1_ai_pred_lt30,outer56_ai_pred_ge12,wind_wave_ge5",2221,487,21.93,1.304,772,184,23.83,8030,48.31,81.09,18.33,58.89,31.6151
5,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位平均との差0.10以上,"b1_loss_ge40,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_avgdiff_ge010",226,54,23.89,1.421,131,33,25.19,8685,37.61,81.86,16.37,54.42,31.6017
3,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge010",960,232,24.17,1.437,567,128,22.57,8699,50.21,82.4,26.77,56.98,31.5956
3,1号艇AI予測30%未満 × AI+最下位が展示2位以内 × 会場:若松,"b1_ai_pred_lt30,rank6_tenji_top2,venue_若松",208,52,25.0,1.487,88,24,27.27,9458,50.0,68.75,25.48,54.33,31.5904
3,1号艇AI+順位4位以下 × 5/6号艇に展示2位以内 × AI+最下位平均との差0.10以上,"b1_aiplus_rank_ge4,outer56_tenji_top2,rank6_avgdiff_ge010",507,123,24.26,1.443,317,79,24.92,8330,59.37,69.43,30.37,54.64,31.5854
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,rank5_avgdiff_ge010",545,129,23.67,1.408,343,78,22.74,8205,49.54,84.22,17.25,58.17,31.5846
3,1号艇AI予測30%未満 × AI+5位平均との差0.10以上 × 会場:鳴門,"b1_ai_pred_lt30,rank5_avgdiff_ge010,venue_鳴門",232,58,25.0,1.487,145,40,27.59,8251,50.43,66.38,16.81,55.6,31.5831
3,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 会場:鳴門,"b1_ai_pred_lt30,outer56_isshu_top2,venue_鳴門",384,93,24.22,1.44,242,60,24.79,8275,50.78,71.09,21.09,55.99,31.5807
5,1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × AI+5位平均との差0.10以上,"b1_loss_ge45,outer56_isshu_top2,outer56_ai_pred_ge12,rank5_tenji_top2,rank5_avgdiff_ge010",247,65,26.32,1.565,163,40,24.54,8209,39.27,77.73,15.79,49.39,31.5805
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_isshu_top2,outer56_ai_pred_ge12,front_1_6r",168,40,23.81,1.416,111,30,27.03,7507,68.45,85.71,15.48,55.95,31.5803
5,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",549,133,24.23,1.441,324,75,23.15,9120,48.82,81.06,25.32,56.1,31.5794
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,front_1_6r",1505,329,21.86,1.3,921,204,22.15,7958,50.23,84.05,18.07,59.87,31.5764
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,outer56_ai_pred_ge12,front_1_6r",241,56,23.24,1.382,153,40,26.14,8021,68.46,85.48,17.84,58.09,31.5745
3,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge014",802,195,24.31,1.446,474,107,22.57,8651,50.5,83.17,27.06,57.61,31.5737
3,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × 1〜3R,"b1_loss_ge45,outer56_ai_pred_ge12,round_1_3",3632,820,22.58,1.343,1224,285,23.28,8163,39.95,77.34,17.7,49.45,31.5727
5,1号艇AI予測25%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 風または波5以上 × 前半1〜6R,"b1_ai_pred_lt25,outer56_isshu_top2,outer56_ai_pred_ge12,wind_wave_ge5,front_1_6r",177,44,24.86,1.478,107,25,23.36,8659,53.11,84.75,19.21,60.45,31.5685
5,1号艇AI+順位5位以下 × 1号艇逃げ率40%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_nige_lt40,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_boat_36",224,53,23.66,1.407,146,38,26.03,8590,61.16,83.04,20.09,55.8,31.5666
5,1号艇AI予測25%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_isshu_top2,outer56_aiplus_ge110,rank5_avgdiff_ge010,rank6_boat_36",369,90,24.39,1.45,232,54,23.28,8483,54.74,82.93,18.97,56.1,31.5638
5,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_36",447,107,23.94,1.424,268,62,23.13,8965,48.99,81.88,26.17,57.05,31.5556
5,1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,rank6_boat_36",309,72,23.3,1.386,111,28,25.23,8050,51.46,81.23,20.39,58.9,31.5466
3,1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × AI+5位が展示2位以内,"b1_loss_ge45,outer56_isshu_top2,rank5_tenji_top2",2061,491,23.82,1.417,1210,292,24.13,8571,36.34,67.2,17.47,48.86,31.5425
5,1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",206,48,23.3,1.386,129,32,24.81,8121,60.68,84.47,21.84,59.22,31.5333
3,1号艇AI予測30%未満 × AI+最下位平均との差0.10以上 × 会場:宮島,"b1_ai_pred_lt30,rank6_avgdiff_ge010,venue_宮島",167,44,26.35,1.567,96,24,25.0,8503,59.28,74.25,28.14,52.1,31.5283
5,1号艇逃げ失敗40%以上 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 後半7〜12R,"b1_loss_ge40,b1_tenji_ge5,outer56_ai_pred_ge12,rank5_tenji_top2,late_7_12r",305,77,25.25,1.501,103,25,24.27,8763,38.36,77.38,20.0,50.49,31.5271
7,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_loss_ge40,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014,rank6_boat_36,front_1_6r",185,48,25.95,1.543,118,29,24.58,8528,37.3,77.3,27.03,51.35,31.5263
5,1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × AI+5位が展示2位以内 × 前半1〜6R × 1〜3R,"b1_loss_ge45,outer56_isshu_top2,rank5_tenji_top2,front_1_6r,round_1_3",750,195,26.0,1.546,423,105,24.82,8536,36.13,65.2,17.73,47.47,31.5246
3,1号艇平均との差0以下 × 5/6号艇AI予測最大12%以上 × 風または波5以上,"b1_avgdiff_le0,outer56_ai_pred_ge12,wind_wave_ge5",535,126,23.55,1.401,304,72,23.68,8363,38.88,80.93,17.57,50.65,31.5181
5,1号艇逃げ失敗45%以上 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_loss_ge45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank5_avgdiff_ge010,front_1_6r",491,121,24.64,1.466,296,70,23.65,8502,51.93,78.41,18.33,52.75,31.5179
3,1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内,"b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2",1753,384,21.91,1.303,622,149,23.95,7872,55.05,81.92,20.99,59.27,31.5151
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × 前半1〜6R × 1〜3R,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_ai_pred_ge12,front_1_6r,round_1_3",346,81,23.41,1.392,138,38,27.54,7128,62.14,80.35,17.34,56.94,31.5116
5,1号艇逃げ失敗45%以上 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × 後半7〜12R,"b1_loss_ge45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank5_avgdiff_ge010,late_7_12r",179,43,24.02,1.429,114,28,24.56,8841,44.69,82.68,16.2,53.07,31.5041
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI+最大110以上 × 風または波5以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_avgdiff_ge014,outer56_aiplus_ge110,wind_wave_ge5,front_1_6r",279,70,25.09,1.492,173,40,23.12,8131,48.03,83.15,17.2,59.5,31.4937
5,1号艇AI予測25%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_ai_pred_lt25,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge014,front_1_6r",269,62,23.05,1.371,173,44,25.43,8426,57.25,81.78,25.65,62.08,31.4909
5,1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.14以上 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge014,rank5_tenji_top2,rank6_boat_36",166,40,24.1,1.433,104,26,25.0,8717,45.78,83.73,24.1,53.61,31.488
3,1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内,"b1_aiplus_rank_ge5,outer56_ai_pred_ge12,rank6_tenji_top2",362,83,22.93,1.364,123,29,23.58,7507,67.13,82.04,26.8,60.5,31.4833
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_boat_36",229,54,23.58,1.402,149,38,25.5,8542,62.01,82.97,20.52,55.46,31.47
3,1号艇平均との差0以下 × 5/6号艇AI+最大110以上 × 風または波5以上,"b1_avgdiff_le0,outer56_aiplus_ge110,wind_wave_ge5",625,149,23.84,1.418,364,94,25.82,8272,35.68,77.44,18.08,48.48,31.4678
5,1号艇逃げ率45%未満 × 1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",644,145,22.52,1.339,232,54,23.28,7964,57.92,81.21,19.1,60.87,31.4582
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_avgdiff_ge010,outer56_aiplus_ge110,rank6_boat_36",173,41,23.7,1.409,114,31,27.19,8402,60.69,84.39,18.5,56.07,31.4578
5,1号艇逃げ失敗40%以上 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上,"b1_loss_ge40,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014",305,77,25.25,1.501,187,45,24.06,8073,42.3,80.0,25.9,49.51,31.4506
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",632,143,22.63,1.346,379,89,23.48,7992,47.78,82.91,23.73,57.75,31.4421
5,1号艇AI+順位5位以下 × 1号艇AI予測25%未満 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_ai_pred_lt25,outer56_aiplus_ge110,rank5_avgdiff_ge010,rank6_boat_36",231,55,23.81,1.416,151,39,25.83,9249,62.34,79.65,20.35,55.41,31.436
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,rank5_avgdiff_ge010,front_1_6r",207,49,23.67,1.408,144,35,24.31,8045,65.7,79.71,18.36,57.97,31.4267
5,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_loss_ge45,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank5_tenji_top2,rank6_boat_36",211,59,27.96,1.663,120,29,24.17,8845,37.44,80.57,25.12,50.71,31.4238
5,1号艇AI+順位5位以下 × 1号艇逃げ率40%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_nige_lt40,outer56_avgdiff_ge010,outer56_ai_pred_ge12,front_1_6r",238,55,23.11,1.374,152,40,26.32,8009,68.07,85.29,17.23,57.98,31.4147
3,1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上,"b1_aiplus_rank_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge014",162,43,26.54,1.578,97,23,23.71,8094,62.35,85.8,33.33,56.17,31.4051
5,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × 5/6号艇平均との差どちらも0以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_nige_lt40,outer56_ai_pred_ge12,outer56_both_not_bad,rank6_tenji_top2,rank6_boat_36",428,108,25.23,1.501,244,57,23.36,8536,37.85,83.18,23.36,51.4,31.4022
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_tenji_top2,rank6_boat_36",483,112,23.19,1.379,166,47,28.31,8471,48.45,80.12,21.33,55.49,31.4015
5,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge014,front_1_6r",385,88,22.86,1.359,241,60,24.9,8878,51.95,81.82,25.45,60.0,31.3998
5,1号艇逃げ失敗40%以上 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_loss_ge40,b1_tenji_ge5,outer56_ai_pred_ge12,rank5_tenji_top2,front_1_6r",822,190,23.11,1.375,260,61,23.46,8282,42.7,79.2,16.3,52.31,31.3912
5,1号艇展示4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_tenji_ge4,b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge010,rank6_boat_36",387,97,25.06,1.491,229,53,23.14,9361,51.94,79.59,24.55,58.4,31.3839
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_isshu_top2,outer56_ai_pred_ge12,front_1_6r",191,45,23.56,1.401,125,34,27.2,7670,66.49,84.29,17.8,54.97,31.3832
3,1号艇平均との差-0.05以下 × 5/6号艇に展示1位 × 会場:芦屋,"b1_avgdiff_le_m005,outer56_tenji_top1,venue_芦屋",168,45,26.79,1.593,99,26,26.26,9574,26.79,68.45,20.83,38.1,31.3762
7,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇 × 前半1〜6R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,rank5_avgdiff_ge010,rank6_boat_36,front_1_6r",329,79,24.01,1.428,206,47,22.82,8387,49.54,83.28,16.11,60.18,31.3742
5,1号艇逃げ失敗40%以上 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",1657,369,22.27,1.324,560,136,24.29,8302,49.31,79.96,21.24,55.34,31.3668
5,1号艇AI+順位4位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge4,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",590,133,22.54,1.341,214,51,23.83,7954,58.81,80.85,18.31,60.34,31.349
5,1号艇逃げ失敗40%以上 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_loss_ge40,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",726,172,23.69,1.409,422,98,23.22,8618,37.74,80.03,20.66,50.69,31.3447
3,1号艇逃げ失敗40%以上 × AI+5位平均との差0.10以上 × 会場:鳴門,"b1_loss_ge40,rank5_avgdiff_ge010,venue_鳴門",302,76,25.17,1.497,184,46,25.0,7918,41.39,62.91,15.89,53.64,31.343
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_isshu_top2,outer56_ai_pred_ge12,front_1_6r",221,51,23.08,1.372,142,39,27.46,7530,68.33,85.07,18.1,58.37,31.3408
5,1号艇逃げ率45%未満 × 1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が5/6号艇,"b1_nige_lt45,b1_tenji_ge5,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_56",239,59,24.69,1.468,139,33,23.74,9228,41.0,79.08,24.27,55.23,31.3321
5,1号艇展示4位以下 × 1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が3〜6号艇,"b1_tenji_ge4,b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_boat_36",405,95,23.46,1.395,246,57,23.17,8334,59.01,80.74,22.22,55.8,31.3287
5,1号艇逃げ失敗40%以上 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × 1〜3R × 会場:若松,"b1_loss_ge40,b1_ai_pred_lt30,outer56_ai_pred_ge12,round_1_3,venue_若松",162,39,24.07,1.432,61,16,26.23,9522,50.62,78.4,23.46,58.02,31.3234
5,1号艇逃げ失敗40%以上 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_loss_ge40,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_56",1134,256,22.57,1.342,370,88,23.78,8240,49.56,78.04,19.66,56.35,31.3198
3,1号艇AI+順位5位以下 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上,"b1_aiplus_rank_ge5,outer56_aiplus_ge110,rank5_avgdiff_ge010",276,65,23.55,1.401,182,46,25.27,8859,61.59,80.8,20.29,54.35,31.3145
5,1号艇AI予測25%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_avgdiff_ge014,outer56_aiplus_ge110,rank5_avgdiff_ge010,rank6_boat_36",408,97,23.77,1.414,258,59,22.87,8467,54.41,83.33,18.14,56.62,31.3042
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",2174,477,21.94,1.305,730,176,24.11,8192,49.59,80.08,20.88,56.03,31.3035
3,1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上,"b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge014",567,132,23.28,1.384,339,76,22.42,8303,54.14,83.42,26.46,59.08,31.3016
3,1号艇平均との差-0.05以下 × 5/6号艇に1周2位以内 × 会場:鳴門,"b1_avgdiff_le_m005,outer56_isshu_top2,venue_鳴門",438,110,25.11,1.493,249,67,26.91,8712,30.37,64.84,18.26,46.35,31.3013
5,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_loss_ge45,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_36",256,63,24.61,1.463,148,36,24.32,8269,40.23,78.52,24.22,47.27,31.2837
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_ai_pred_ge12,rank6_tenji_top2,front_1_6r",197,45,22.84,1.358,68,18,26.47,7292,69.04,82.74,20.3,63.96,31.283
3,1号艇AI予測30%未満 × 5/6号艇に展示1位 × 会場:鳴門,"b1_ai_pred_lt30,outer56_tenji_top1,venue_鳴門",488,117,23.98,1.426,155,38,24.52,7855,50.61,68.24,21.93,55.94,31.2817
5,1号艇展示4位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_tenji_ge4,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",297,77,25.93,1.542,173,40,23.12,9617,55.22,78.11,24.92,61.28,31.2791
5,1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × 前半1〜6R × 1〜3R,"b1_aiplus_rank_ge5,outer56_ai_pred_ge12,outer56_aiplus_ge110,front_1_6r,round_1_3",251,58,23.11,1.374,113,33,29.2,7106,62.15,83.27,19.92,57.77,31.2728
3,1号艇逃げ率40%未満 × 5/6号艇AI+最大110以上 × 会場:若松,"b1_nige_lt40,outer56_aiplus_ge110,venue_若松",495,116,23.43,1.394,172,40,23.26,9450,35.76,83.64,19.6,49.29,31.2725
5,1号艇AI予測25%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+5位平均との差0.10以上 × 1〜3R,"b1_ai_pred_lt25,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank5_avgdiff_ge010,round_1_3",197,49,24.87,1.479,130,31,23.85,8730,54.31,81.73,18.27,52.28,31.2713
5,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 後半7〜12R,"b1_loss_ge40,outer56_isshu_top2,outer56_ai_pred_ge12,rank5_tenji_top2,late_7_12r",302,75,24.83,1.477,181,42,23.2,8437,35.76,83.77,19.54,54.3,31.2692
