condition_count,condition,atom_ids,races,manshu_races,manshu_rate_pct,lift_vs_all,recent_races_2025_plus,recent_manshu_races_2025_plus,recent_manshu_rate_pct,avg_payout_yen,b1_fly_pct,outer56_top3_pct,rank6_top3_pct,winner_3to6_pct,score
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_tenji_top2,rank6_boat_56",285,74,25.96,1.544,163,39,23.93,8176,39.3,78.25,24.91,45.96,30.839
3,1号艇AI予測25%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.14以上,"b1_ai_pred_lt25,outer56_aiplus_ge110,rank6_avgdiff_ge014",528,119,22.54,1.34,312,69,22.12,7940,53.79,82.58,26.7,58.52,30.8331
5,1号艇AI予測25%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が5/6号艇,"b1_ai_pred_lt25,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_56",270,62,22.96,1.366,163,38,23.31,7602,50.74,78.52,22.59,58.15,30.8323
5,1号艇逃げ失敗45%以上 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 後半7〜12R,"b1_loss_ge45,outer56_isshu_top2,outer56_ai_pred_ge12,rank5_tenji_top2,late_7_12r",207,48,23.19,1.379,127,31,24.41,8163,35.27,82.61,18.36,53.62,30.8277
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",725,160,22.07,1.312,442,102,23.08,7898,47.59,82.07,22.21,56.55,30.8222
5,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_36",821,198,24.12,1.434,461,104,22.56,9028,39.95,79.29,26.07,52.01,30.8192
3,1号艇AI予測25%未満 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上,"b1_ai_pred_lt25,outer56_aiplus_ge110,rank5_avgdiff_ge010",896,201,22.43,1.334,565,126,22.3,8404,53.01,80.02,18.3,53.68,30.8171
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_avgdiff_ge010,outer56_aiplus_ge110,rank6_boat_36",195,45,23.08,1.372,128,34,26.56,8288,62.05,83.08,20.0,54.87,30.8097
3,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上,"b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge010",1519,365,24.03,1.429,868,191,22.0,8847,39.1,80.18,24.36,52.21,30.8049
3,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_tenji_top2",3576,771,21.56,1.282,1222,270,22.09,8053,39.21,79.56,19.66,50.48,30.8041
5,1号艇逃げ失敗45%以上 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_loss_ge45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank5_avgdiff_ge010,rank6_boat_36",606,142,23.43,1.393,369,84,22.76,8585,49.34,78.88,16.83,52.48,30.8039
3,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × 1〜3R,"b1_nige_lt40,outer56_ai_pred_ge12,round_1_3",6164,1332,21.61,1.285,2008,432,21.51,8173,36.57,77.11,16.89,48.33,30.7919
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_ai_pred_lt30,outer56_aiplus_ge110,rank6_avgdiff_ge010,rank6_boat_36",642,143,22.27,1.325,385,86,22.34,8119,49.38,81.62,23.68,55.14,30.7889
3,1号艇展示5位以下 × 5/6号艇AI予測最大12%以上 × 1〜3R,"b1_tenji_ge5,outer56_ai_pred_ge12,round_1_3",2462,549,22.3,1.326,768,178,23.18,8704,36.19,76.93,17.1,47.08,30.7848
5,1号艇逃げ率45%未満 × 1号艇AI+順位5位以下 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_aiplus_rank_ge5,outer56_aiplus_ge110,rank5_avgdiff_ge010,rank6_boat_36",233,54,23.18,1.378,153,39,25.49,9168,61.37,79.4,19.74,55.36,30.7847
3,1号艇AI予測30%未満 × 5/6号艇AI+最大110以上 × 会場:鳴門,"b1_ai_pred_lt30,outer56_aiplus_ge110,venue_鳴門",435,105,24.14,1.435,162,36,22.22,8007,49.66,83.68,22.3,57.24,30.7829
5,1号艇AI予測25%未満 × 5/6号艇に展示2位以内 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が5/6号艇,"b1_ai_pred_lt25,outer56_tenji_top2,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_56",224,51,22.77,1.354,140,33,23.57,7781,52.23,79.91,23.66,60.27,30.7809
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 風または波5以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,wind_wave_ge5,front_1_6r",272,65,23.9,1.421,165,37,22.42,7974,45.96,84.56,18.01,58.09,30.7775
3,1号艇逃げ失敗40%以上 × AI+最下位平均との差0.14以上 × 会場:平和島,"b1_loss_ge40,rank6_avgdiff_ge014,venue_平和島",197,50,25.38,1.509,99,24,24.24,9483,45.18,68.02,26.9,54.82,30.7742
3,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × 風または波5以上,"b1_loss_ge40,outer56_ai_pred_ge12,wind_wave_ge5",2850,618,21.68,1.29,999,215,21.52,7705,38.07,80.39,17.12,51.79,30.7691
5,1号艇AI+順位5位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank5_tenji_top2,front_1_6r",287,69,24.04,1.43,135,31,22.96,7817,62.37,82.93,17.42,52.26,30.7593
5,1号艇AI予測25%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_ai_pred_lt25,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank5_avgdiff_ge010,front_1_6r",442,101,22.85,1.359,280,62,22.14,8164,55.2,83.94,16.97,57.47,30.754
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇平均との差0.14以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_avgdiff_ge014,rank5_avgdiff_ge010,front_1_6r",169,39,23.08,1.372,118,28,23.73,7448,67.46,81.07,18.34,59.17,30.7501
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI+最大110以上 × 風または波5以上 × 前半1〜6R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_aiplus_ge110,wind_wave_ge5,front_1_6r",260,64,24.62,1.464,161,36,22.36,7957,48.08,83.85,18.08,59.62,30.7455
3,1号艇平均との差-0.05以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上,"b1_avgdiff_le_m005,outer56_ai_pred_ge12,rank6_avgdiff_ge010",724,174,24.03,1.429,403,91,22.58,8904,38.67,80.52,23.2,50.69,30.7405
5,1号艇逃げ失敗40%以上 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位平均との差0.10以上,"b1_loss_ge40,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_avgdiff_ge010",243,56,23.05,1.37,143,35,24.48,8643,37.86,80.66,16.05,54.73,30.7351
5,1号艇逃げ失敗40%以上 × 1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",987,239,24.21,1.44,550,123,22.36,9085,40.43,78.93,25.23,52.08,30.735
5,1号艇逃げ率40%未満 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × 1〜3R × 会場:戸田,"b1_nige_lt40,b1_ai_pred_lt25,outer56_ai_pred_ge12,round_1_3,venue_戸田",180,42,23.33,1.388,66,16,24.24,7990,60.56,77.22,18.33,57.22,30.7269
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × AI+最下位平均との差0.10以上,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,rank6_avgdiff_ge010",532,121,22.74,1.353,318,70,22.01,7878,49.81,84.21,26.13,56.77,30.7262
5,1号艇AI+順位5位以下 × 1号艇逃げ失敗45%以上 × 5/6号艇AI+最大110以上 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_loss_ge45,outer56_aiplus_ge110,rank5_avgdiff_ge010,rank6_boat_36",202,47,23.27,1.384,130,32,24.62,8817,58.91,79.7,18.32,54.46,30.7227
3,1号艇平均との差-0.05以下 × 5/6号艇平均との差どちらも0以上 × 会場:鳴門,"b1_avgdiff_le_m005,outer56_both_not_bad,venue_鳴門",218,55,25.23,1.5,129,33,25.58,8207,32.11,62.84,14.22,45.87,30.7054
3,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 会場:鳴門,"b1_ai_pred_lt30,outer56_avgdiff_ge014,venue_鳴門",392,92,23.47,1.396,238,57,23.95,8103,50.51,69.9,21.68,55.36,30.7003
5,1号艇展示5位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × 5/6号艇平均との差どちらも0以上 × 前半1〜6R,"b1_tenji_ge5,b1_ai_pred_lt25,outer56_ai_pred_ge12,outer56_both_not_bad,front_1_6r",194,45,23.2,1.379,116,28,24.14,8801,52.58,78.35,22.16,56.7,30.6931
5,1号艇逃げ失敗40%以上 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 風または波5以上,"b1_loss_ge40,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,wind_wave_ge5",407,90,22.11,1.315,138,39,28.26,7956,51.6,81.08,22.11,60.69,30.6927
5,1号艇逃げ率45%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 風または波5以上 × 前半1〜6R,"b1_nige_lt45,outer56_isshu_top2,outer56_ai_pred_ge12,wind_wave_ge5,front_1_6r",496,120,24.19,1.439,292,65,22.26,7824,35.69,83.67,16.53,54.44,30.6925
5,1号艇逃げ率45%未満 × 1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",217,55,25.35,1.507,135,31,22.96,9324,59.45,81.11,23.96,55.76,30.6876
3,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_loss_ge45,outer56_ai_pred_ge12,front_1_6r",7143,1503,21.04,1.251,2401,503,20.95,7785,40.95,78.59,17.09,51.22,30.6869
3,1号艇逃げ率40%未満 × 5/6号艇平均との差どちらも0以上 × 会場:平和島,"b1_nige_lt40,outer56_both_not_bad,venue_平和島",258,63,24.42,1.452,140,35,25.0,8597,38.37,69.77,24.42,47.29,30.6856
5,1号艇展示5位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × 前半1〜6R,"b1_tenji_ge5,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge010,front_1_6r",161,37,22.98,1.367,85,22,25.88,8487,59.63,78.88,21.12,63.35,30.6789
5,1号艇逃げ失敗40%以上 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 後半7〜12R,"b1_loss_ge40,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,late_7_12r",325,74,22.77,1.354,201,46,22.89,7892,37.23,85.85,19.38,49.54,30.6725
5,1号艇AI+順位5位以下 × 1号艇展示4位以下 × 5/6号艇AI予測最大12%以上 × 前半1〜6R × 1〜3R,"b1_aiplus_rank_ge5,b1_tenji_ge4,outer56_ai_pred_ge12,front_1_6r,round_1_3",185,43,23.24,1.382,70,23,32.86,7852,64.86,77.84,20.0,56.76,30.669
3,1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × 前半1〜6R,"b1_aiplus_rank_ge4,outer56_ai_pred_ge12,front_1_6r",2374,500,21.06,1.252,883,192,21.74,7549,57.71,80.58,17.61,57.58,30.6532
5,1号艇逃げ率45%未満 × 1号艇AI+順位4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_aiplus_rank_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge014,rank6_boat_36",175,43,24.57,1.461,109,25,22.94,9207,59.43,82.29,23.43,57.14,30.6449
3,1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × 1〜3R,"b1_aiplus_rank_ge5,outer56_ai_pred_ge12,round_1_3",426,96,22.54,1.34,167,43,25.75,7213,61.03,79.81,20.42,55.63,30.6426
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",648,142,21.91,1.303,389,89,22.88,7972,47.69,82.41,22.22,56.94,30.6425
5,1号艇AI+順位5位以下 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × 前半1〜6R × 1〜3R,"b1_aiplus_rank_ge5,b1_ai_pred_lt25,outer56_ai_pred_ge12,front_1_6r,round_1_3",392,88,22.45,1.335,160,42,26.25,7285,63.78,80.87,18.62,56.38,30.639
3,1号艇平均との差-0.05以下 × 5/6号艇AI予測最大12%以上 × 1〜3R,"b1_avgdiff_le_m005,outer56_ai_pred_ge12,round_1_3",761,172,22.6,1.344,453,105,23.18,8764,42.84,78.84,20.24,50.33,30.6349
3,1号艇AI+順位5位以下 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内,"b1_aiplus_rank_ge5,outer56_ai_pred_ge12,rank5_tenji_top2",419,101,24.11,1.433,179,41,22.91,7925,56.8,79.0,18.38,51.79,30.6276
3,1号艇AI+順位5位以下 × 5/6号艇に展示1位 × AI+5位が展示2位以内,"b1_aiplus_rank_ge5,outer56_tenji_top1,rank5_tenji_top2",249,59,23.69,1.409,107,26,24.3,7388,61.45,73.49,20.08,52.21,30.6275
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × 後半7〜12R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,late_7_12r",647,139,21.48,1.278,380,87,22.89,7821,48.38,87.64,19.47,56.88,30.6245
5,1号艇AI+順位5位以下 × 1号艇逃げ率40%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge5,b1_nige_lt40,outer56_avgdiff_ge010,outer56_aiplus_ge110,rank6_boat_36",215,49,22.79,1.355,141,39,27.66,8262,61.86,81.86,19.53,56.28,30.6104
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_56",454,101,22.25,1.323,154,34,22.08,8095,59.91,79.74,17.62,60.35,30.6036
3,1号艇AI+順位4位以下 × 5/6号艇に1周2位以内 × AI+5位が展示2位以内,"b1_aiplus_rank_ge4,outer56_isshu_top2,rank5_tenji_top2",522,120,22.99,1.367,345,84,24.35,8375,52.87,71.84,19.35,55.36,30.5862
5,1号艇逃げ率45%未満 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",715,171,23.92,1.422,422,93,22.04,8916,48.67,80.98,24.9,55.1,30.578
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇平均との差0.14以上 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_avgdiff_ge014,rank5_avgdiff_ge010,front_1_6r",180,41,22.78,1.355,125,30,24.0,7424,66.67,80.56,18.89,58.89,30.5714
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × 1〜3R,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,round_1_3",621,136,21.9,1.302,384,90,23.44,8024,50.56,82.77,18.84,56.2,30.5672
3,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 会場:若松,"b1_ai_pred_lt30,outer56_isshu_top2,venue_若松",188,47,25.0,1.487,113,27,23.89,8300,46.81,72.34,21.81,52.66,30.5638
5,1号艇逃げ失敗40%以上 × 1号艇AI予測25%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_loss_ge40,b1_ai_pred_lt25,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",402,94,23.38,1.391,234,52,22.22,8295,51.99,81.59,25.12,57.21,30.5557
3,1号艇逃げ失敗45%以上 × AI+最下位平均との差0.10以上 × 会場:平和島,"b1_loss_ge45,rank6_avgdiff_ge010,venue_平和島",161,41,25.47,1.514,82,20,24.39,9649,47.83,67.08,27.95,55.9,30.5474
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_avgdiff_ge010,rank6_boat_36",310,71,22.9,1.362,187,48,25.67,8947,48.39,75.48,16.77,57.1,30.5474
3,1号艇平均との差-0.05以下 × 5/6号艇平均との差0.14以上 × 会場:鳴門,"b1_avgdiff_le_m005,outer56_avgdiff_ge014,venue_鳴門",422,103,24.41,1.451,242,63,26.03,8983,31.75,63.74,16.82,47.16,30.5444
3,1号艇逃げ失敗45%以上 × 5/6号艇AI+最大110以上 × 会場:若松,"b1_loss_ge45,outer56_aiplus_ge110,venue_若松",284,70,24.65,1.466,106,24,22.64,8734,38.03,85.56,20.07,51.06,30.5443
3,1号艇AI+順位4位以下 × 5/6号艇に展示2位以内 × AI+最下位平均との差0.14以上,"b1_aiplus_rank_ge4,outer56_tenji_top2,rank6_avgdiff_ge014",433,101,23.33,1.387,273,65,23.81,8147,58.89,69.98,32.56,54.04,30.5308
3,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+5位が展示2位以内,"b1_ai_pred_lt30,outer56_ai_pred_ge12,rank5_tenji_top2",3175,683,21.51,1.279,1062,222,20.9,8120,48.94,80.94,17.76,54.93,30.5271
3,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × AI+5位が展示2位以内,"b1_ai_pred_lt30,outer56_isshu_top2,rank5_tenji_top2",1824,411,22.53,1.34,1079,240,22.24,7931,46.44,70.01,17.05,54.22,30.5256
5,1号艇展示4位以下 × 1号艇AI+順位4位以下 × 5/6号艇平均との差0.10以上 × 5/6号艇AI+最大110以上 × AI+最下位が5/6号艇,"b1_tenji_ge4,b1_aiplus_rank_ge4,outer56_avgdiff_ge010,outer56_aiplus_ge110,rank6_boat_56",307,70,22.8,1.356,190,50,26.32,7980,62.21,77.85,22.48,55.7,30.5159
5,1号艇AI予測25%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",445,98,22.02,1.31,271,61,22.51,8188,50.56,82.47,22.25,57.3,30.5084
5,1号艇AI予測25%未満 × 5/6号艇平均との差0.10以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が3〜6号艇,"b1_ai_pred_lt25,outer56_avgdiff_ge010,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_36",495,109,22.02,1.31,304,70,23.03,8034,50.51,81.82,21.82,56.97,30.5056
3,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 会場:常滑,"b1_ai_pred_lt30,outer56_avgdiff_ge014,venue_常滑",329,77,23.4,1.392,212,57,26.89,9133,50.15,73.56,17.93,51.67,30.504
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+5位平均との差0.10以上,"b1_ai_pred_lt30,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,rank5_avgdiff_ge010",191,43,22.51,1.339,114,28,24.56,8370,48.69,81.68,19.37,59.69,30.5036
3,1号艇平均との差-0.05以下 × 5/6号艇AI+最大110以上 × 会場:宮島,"b1_avgdiff_le_m005,outer56_aiplus_ge110,venue_宮島",217,53,24.42,1.452,129,36,27.91,7893,37.33,73.73,17.51,42.4,30.4897
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × 風または波5以上,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_tenji_top2,wind_wave_ge5",164,36,21.95,1.305,60,17,28.33,7896,60.98,83.54,17.07,68.29,30.4673
3,1号艇逃げ失敗40%以上 × 5/6号艇に1周2位以内 × 会場:鳴門,"b1_loss_ge40,outer56_isshu_top2,venue_鳴門",534,124,23.22,1.381,302,73,24.17,8433,38.39,69.1,18.91,53.37,30.4569
5,1号艇逃げ率45%未満 × 1号艇展示4位以下 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_nige_lt45,b1_tenji_ge4,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",676,172,25.44,1.513,390,88,22.56,9744,38.91,77.96,23.52,50.3,30.4365
5,1号艇逃げ失敗40%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位平均との差0.14以上 × AI+最下位が5/6号艇,"b1_loss_ge40,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_avgdiff_ge014,rank6_boat_56",245,63,25.71,1.529,144,34,23.61,8211,40.0,78.37,25.71,46.12,30.4349
5,1号艇AI予測30%未満 × 5/6号艇平均との差0.14以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内 × AI+最下位が5/6号艇,"b1_ai_pred_lt30,outer56_avgdiff_ge014,outer56_ai_pred_ge12,rank6_tenji_top2,rank6_boat_56",438,97,22.15,1.317,254,58,22.83,7797,48.4,81.28,21.0,56.16,30.4337
3,1号艇平均との差0以下 × 5/6号艇AI予測最大12%以上 × 1〜3R,"b1_avgdiff_le0,outer56_ai_pred_ge12,round_1_3",966,215,22.26,1.324,576,128,22.22,8714,40.99,78.88,19.57,50.21,30.4246
5,1号艇逃げ失敗40%以上 × 1号艇AI+順位5位以下 × 5/6号艇に1周2位以内 × AI+5位平均との差0.10以上 × 前半1〜6R,"b1_loss_ge40,b1_aiplus_rank_ge5,outer56_isshu_top2,rank5_avgdiff_ge010,front_1_6r",169,39,23.08,1.372,115,29,25.22,7287,67.46,77.51,20.12,58.58,30.4188
5,1号艇AI+順位4位以下 × 1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.10以上 × AI+最下位が3〜6号艇,"b1_aiplus_rank_ge4,b1_ai_pred_lt30,outer56_ai_pred_ge12,rank6_avgdiff_ge010,rank6_boat_36",216,56,25.93,1.542,136,31,22.79,9409,61.57,80.09,24.54,55.56,30.418
3,1号艇逃げ率40%未満 × 5/6号艇AI予測最大12%以上 × AI+最下位平均との差0.14以上,"b1_nige_lt40,outer56_ai_pred_ge12,rank6_avgdiff_ge014",1274,303,23.78,1.414,733,159,21.69,8817,39.17,80.85,24.88,52.12,30.4084
3,1号艇展示5位以下 × 5/6号艇AI+最大110以上 × 会場:宮島,"b1_tenji_ge5,outer56_aiplus_ge110,venue_宮島",420,99,23.57,1.402,161,39,24.22,8705,31.43,76.43,17.62,43.1,30.3946
3,1号艇逃げ失敗45%以上 × 5/6号艇AI予測最大12%以上 × AI+最下位が展示2位以内,"b1_loss_ge45,outer56_ai_pred_ge12,rank6_tenji_top2",2502,535,21.38,1.272,861,188,21.84,7886,42.09,79.5,19.7,50.84,30.3871
5,1号艇AI予測30%未満 × 5/6号艇AI予測最大12%以上 × 5/6号艇に展示1位 × AI+最下位平均との差0.14以上 × AI+最下位が3〜6号艇,"b1_ai_pred_lt30,outer56_ai_pred_ge12,outer56_tenji_top1,rank6_avgdiff_ge014,rank6_boat_36",280,67,23.93,1.423,165,37,22.42,9570,48.21,80.0,25.71,57.5,30.387
3,1号艇AI+順位4位以下 × 5/6号艇に展示1位 × AI+5位平均との差0.10以上,"b1_aiplus_rank_ge4,outer56_tenji_top1,rank5_avgdiff_ge010",411,95,23.11,1.375,266,62,23.31,7718,60.1,70.8,20.19,54.5,30.384
5,1号艇AI予測30%未満 × 5/6号艇に1周2位以内 × 5/6号艇AI予測最大12%以上 × 5/6号艇AI+最大110以上 × AI+5位が展示2位以内,"b1_ai_pred_lt30,outer56_isshu_top2,outer56_ai_pred_ge12,outer56_aiplus_ge110,rank5_tenji_top2",619,142,22.94,1.364,375,80,21.33,8658,47.17,86.59,17.29,57.19,30.3828
3,1号艇AI予測30%未満 × 5/6号艇に展示2位以内 × 会場:鳴門,"b1_ai_pred_lt30,outer56_tenji_top2,venue_鳴門",874,199,22.77,1.354,299,76,25.42,7809,49.77,68.31,19.45,54.35,30.3826
